"","Year","T","S","Annual Avg T","Annual Avg S"
"62",2000.6591,7.0489,"33.453699999999998",6.6512,33.4072
"63",2000.7903,7.4474,"33.406300000000002",6.6512,33.4072
"64",2000.8753,8.1336,"33.256",6.6512,33.4072
"65",2001.3109,6.7044,"33.315300000000001",6.6512,33.4072
"66",2001.4253,7.3146,"33.385599999999997",6.6512,33.4072
"67",2001.654,6.842,"33.542700000000004",6.6512,33.4072
"68",2001.7082,6.0432,"33.375399999999999",6.6512,33.4072
"69",2001.7909,6.4817,"33.322499999999998",6.6512,33.4072
"70",2001.8722,6.5796,"33.508299999999998",6.6512,33.4072
"71",2002.0739,6.9991,"33.5154",6.6512,33.4072
"72",2002.2973,7.1958,"33.488799999999998",6.6512,33.4072
"73",2002.4251,7.6138,"33.588799999999999",6.6512,33.4072
"74",2002.6564,7.5898,"33.613599999999998",6.6512,33.4072
"75",2002.7191,7.0995,"33.845700000000001",6.6512,33.4072
"76",2002.8025,7.5305,"33.567300000000003",6.6512,33.4072
"77",2003.0718,6.8466,"NaN",6.6512,33.4072
"78",2003.3066,5.872,"33.438600000000001",6.6512,33.4072
"79",2003.6536,6.8359,"33.642600000000002",6.6512,33.4072
"80",2003.731,5.6924,"33.667099999999998",6.6512,33.4072
"81",2003.8127,6.0811,"33.452599999999997",6.6512,33.4072
"82",2004.2885,5.2968,"33.462800000000001",6.6512,33.4072
"83",2004.435,5.4498,"33.368600000000001",6.6512,33.4072
"84",2004.6632,5.775,"33.253599999999999",6.6512,33.4072
"85",2004.7285,5.2596,"33.451700000000002",6.6512,33.4072
"86",2004.81,5.3827,"33.015000000000001",6.6512,33.4072
"87",2004.8729,5.3426,"33.0989",6.6512,33.4072
"88",2005.0808,5.4165,"33.038200000000003",6.6512,33.4072
"89",2005.2928,5.9391,"33.042200000000001",6.6512,33.4072
"90",2005.4308,6.7681,"33.268799999999999",6.6512,33.4072
"91",2005.6425,7.1077,"33.443600000000004",6.6512,33.4072
"92",2005.7329,6.3724,"33.5595",6.6512,33.4072
"93",2005.8229,7.0235,"33.415500000000002",6.6512,33.4072
"94",2006.0757,7.2773,"33.852200000000003",6.6512,33.4072
"95",2006.2811,7.251,"33.638399999999997",6.6512,33.4072
"96",2006.4481,7.846,"33.666699999999999",6.6512,33.4072
"97",2006.6579,7.3707,"33.655700000000003",6.6512,33.4072
"98",2006.7344,7.0783,"33.634",6.6512,33.4072
"99",2006.7908,7.4443,"33.493099999999998",6.6512,33.4072
"100",2006.8657,7.4289,"33.7746",6.6512,33.4072
"101",2007.089,7.5738,"33.790599999999998",6.6512,33.4072
"102",2007.3025,6.394,"33.481499999999997",6.6512,33.4072
"103",2007.4229,6.5331,"33.569499999999998",6.6512,33.4072
"104",2007.8076,5.7218,"33.559699999999999",6.6512,33.4072
"105",2007.811,6.1777,"33.360300000000002",6.6512,33.4072
"106",2007.8686,5.7484,"33.474800000000002",6.6512,33.4072
"107",2008.1005,6.3277,"33.549300000000002",6.6512,33.4072
"108",2008.1579,6.7063,"33.690100000000001",6.6512,33.4072
"109",2008.3065,6.5084,"33.514400000000002",6.6512,33.4072
"110",2008.3233,6.8992,"33.7044",6.6512,33.4072
"111",2008.6533,6.2143,"33.398499999999999",6.6512,33.4072
"112",2008.7452,5.9681,"33.629600000000003",6.6512,33.4072
"113",2008.8197,6.3314,"33.303600000000003",6.6512,33.4072
"114",2008.84,6.7817,"32.899799999999999",6.6512,33.4072
"115",2008.8566,5.9999,"33.364800000000002",6.6512,33.4072
"116",2009.1162,6.62,"33.805999999999997",6.6512,33.4072
"117",2009.3092,6.2891,"33.413699999999999",6.6512,33.4072
"118",2009.4391,6.7603,"33.593800000000002",6.6512,33.4072
"119",2009.759,5.9156,"33.534300000000002",6.6512,33.4072
"120",2009.8651,7.007,"33.212200000000003",6.6512,33.4072
"121",2010.3103,7.0158,"33.219799999999999",6.6512,33.4072
"122",2010.435,7.4817,"33.486699999999999",6.6512,33.4072
"123",2010.6427,7.2601,"33.339199999999998",6.6512,33.4072
"124",2010.7735,7.2484,"33.781300000000002",6.6512,33.4072
"125",2010.873,7.9054,"33.538400000000003",6.6512,33.4072
"126",2010.8985,7.8878,"33.4786",6.6512,33.4072
"127",2011.1252,7.3455,"33.338200000000001",6.6512,33.4072
"128",2011.3346,8.1212,"33.572699999999998",6.6512,33.4072
"129",2011.4582,7.9898,"33.286299999999997",6.6512,33.4072
"130",2011.741,7.3546,"33.744700000000002",6.6512,33.4072
"131",2011.8501,7.656,"33.422800000000002",6.6512,33.4072
"132",2011.8822,7.4153,"33.68",6.6512,33.4072
"133",2012.1167,7.6605,"33.5501",6.6512,33.4072
"134",2012.3118,8.0508,"33.555500000000002",6.6512,33.4072
"135",2012.6436,8.1622,"33.662199999999999",6.6512,33.4072
"136",2012.7627,7.9154,"33.942799999999998",6.6512,33.4072
"137",2012.8234,8.3488,"33.691499999999998",6.6512,33.4072
"138",2012.8446,8.3147,"33.639200000000002",6.6512,33.4072
"139",2013.1436,7.266,"33.645800000000001",6.6512,33.4072
"140",2013.3274,7.349,"33.435200000000002",6.6512,33.4072
"141",2013.4526,7.556,"33.3386",6.6512,33.4072
"142",2013.673,7.4093,"33.643999999999998",6.6512,33.4072
"143",2013.8593,7.6039,"33.564799999999998",6.6512,33.4072
"144",2013.8939,7.4305,"33.399700000000003",6.6512,33.4072
"145",2014.1831,6.1564,"33.4133",6.6512,33.4072
"146",2014.3846,6.6168,"33.436399999999999",6.6512,33.4072
"147",2014.8417,7.5169,"33.508299999999998",6.6512,33.4072
"148",2014.8572,7.8756,"33.5471",6.6512,33.4072
"149",2015.3185,6.0648,"33.459800000000001",6.6512,33.4072
"150",2015.4143,6.47,"33.5565",6.6512,33.4072
"151",2015.8215,6.6096,"33.4724",6.6512,33.4072
"152",2016.4042,7.6703,"33.396799999999999",6.6512,33.4072
"153",2016.4384,7.6292,"33.197899999999997",6.6512,33.4072
"154",2016.8279,7.953,"33.4925",6.6512,33.4072
"155",2017.3366,7.045,"33.216000000000001",6.6512,33.4072
"156",2017.4219,7.4335,"33.2592",6.6512,33.4072
"157",2017.8513,7.396,"33.308",6.6512,33.4072
"158",2018.3502,7.3789,"33.372700000000002",6.6512,33.4072
"159",2018.4203,7.4572,"33.520600000000002",6.6512,33.4072
"160",2018.8197,7.7754,"33.3262",6.6512,33.4072
"161",2019.3385,7.7514,"33.572600000000001",6.6512,33.4072
"162",2019.4211,7.6392,"33.432699999999997",6.6512,33.4072
"163",2019.6545,7.3605,"33.464100000000002",6.6512,33.4072
"164",2019.8465,7.7333,"33.323900000000002",6.6512,33.4072
"165",2021.3586,8.2583,"33.635100000000001",6.6512,33.4072
"166",2021.3941,7.877,"33.427599999999998",6.6512,33.4072
"167",2021.6214,8.1715,"33.636899999999997",6.6512,33.4072
"168",2021.8451,9.0628,"33.641300000000001",6.6512,33.4072
