"","Species","Region","Indicator","category","Year","Value","rank","n_stocks_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank","overall_stocks","stock","label"
"512","Smooth skate","Gulf of Maine","revenue_5yr","Social","average of 2014 - 2019 data",148619,9,35,7,0.257142857142857,6.10244629264477,3,53,"Smooth skate - Gulf of Maine","Smooth skate, 6.1"
"513","Smooth skate","Gulf of Maine","revenue_hist","Social","mean of last 10 years vs historic mean",46.5475509287424,1,34,7,0.0277777777777778,6.10244629264477,3,53,"Smooth skate - Gulf of Maine","Smooth skate, 6.1"
"514","Spiny dogfish","Atlantic","bbmsy","Biological","2018",0.670000016689301,24,41,8,0.585365853658537,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"515","Spiny dogfish","Atlantic","ffmsy","Social","2017",0.828000009059906,25,36,8,0.694444444444444,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"516","Spiny dogfish","Atlantic","asmt_catch","Social","1992",36991,35,43,8,0.813953488372093,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"517","Spiny dogfish","Atlantic","recruitment","Biological","mean of last 10 years vs historic mean",1.94545455573098,5,20,8,0.25,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"518","Spiny dogfish","Atlantic","abundance","Biological","mean of last 10 years vs historic mean",1.28522441135959,14,37,8,0.378378378378378,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"519","Spiny dogfish","Atlantic","biomass_fall","Biological","mean of last 10 years vs historic mean",1.84760035341787,20,51,8,0.392156862745098,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"520","Spiny dogfish","Atlantic","biomass_spring","Biological","mean of last 10 years vs historic mean",1.41645126537459,24,51,8,0.470588235294118,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"521","Spiny dogfish","Atlantic","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.902940054613207,34,51,8,0.666666666666667,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"522","Spiny dogfish","Atlantic","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.922621635581053,27,51,8,0.529411764705882,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"523","Spiny dogfish","Atlantic","max_length_fall","Biological","mean of last 10 years vs historic mean",0.932409878415317,34,51,8,0.666666666666667,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"524","Spiny dogfish","Atlantic","max_length_spring","Biological","mean of last 10 years vs historic mean",0.950231782484938,29,51,8,0.568627450980392,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"525","Spiny dogfish","Atlantic","diet","Biological","all",13,3,11,8,0.272727272727273,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"526","Spiny dogfish","Atlantic","rec_catch","Social","average of 2014 - 2019 data",382851,22,31,8,0.709677419354839,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"527","Spiny dogfish","Atlantic","com_catch_max","Social","1995",27790819,25,36,8,0.694444444444444,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"528","Spiny dogfish","Atlantic","com_catch_5yr","Social","average of 2014 - 2019 data",14388789,31,35,8,0.885714285714286,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"529","Spiny dogfish","Atlantic","com_catch_hist","Social","mean of last 10 years vs historic mean",1.17817097718909,10,34,8,0.277777777777778,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"530","Spiny dogfish","Atlantic","revenue_max","Social","1995",8855735.82849995,18,36,8,0.5,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"531","Spiny dogfish","Atlantic","revenue_5yr","Social","average of 2014 - 2019 data",3708916.281262,20,35,8,0.571428571428571,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"532","Spiny dogfish","Atlantic","revenue_hist","Social","mean of last 10 years vs historic mean",0.970739309671642,14,34,8,0.388888888888889,10.3169184722484,25,53,"Spiny dogfish - Atlantic","Spiny dogfish, 10.32"
"533","Summer flounder","Mid-Atlantic","bbmsy","Biological","2017",0.778999984264374,21,41,2,0.51219512195122,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"534","Summer flounder","Mid-Atlantic","ffmsy","Social","2017",0.745999991893768,23,36,2,0.638888888888889,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"535","Summer flounder","Mid-Atlantic","asmt_catch","Social","1984",30470,34,43,2,0.790697674418605,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"536","Summer flounder","Mid-Atlantic","recruitment","Biological","mean of last 10 years vs historic mean",0.659955288399102,12,20,2,0.6,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"537","Summer flounder","Mid-Atlantic","abundance","Biological","mean of last 10 years vs historic mean",1.48972184427374,10,37,2,0.27027027027027,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"538","Summer flounder","Mid-Atlantic","biomass_fall","Biological","mean of last 10 years vs historic mean",1.58006658422883,25,51,2,0.490196078431373,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"539","Summer flounder","Mid-Atlantic","biomass_spring","Biological","mean of last 10 years vs historic mean",1.94174008178108,14,51,2,0.274509803921569,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"540","Summer flounder","Mid-Atlantic","avg_length_fall","Biological","mean of last 10 years vs historic mean",1.02588101536818,7,51,2,0.137254901960784,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"541","Summer flounder","Mid-Atlantic","avg_length_spring","Biological","mean of last 10 years vs historic mean",1.07412235068903,3,51,2,0.0588235294117647,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"542","Summer flounder","Mid-Atlantic","max_length_fall","Biological","mean of last 10 years vs historic mean",1.05982486880994,7,51,2,0.137254901960784,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"543","Summer flounder","Mid-Atlantic","max_length_spring","Biological","mean of last 10 years vs historic mean",1.12660294032308,4,51,2,0.0784313725490196,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"544","Summer flounder","Mid-Atlantic","diet","Biological","all",10,6,11,2,0.545454545454545,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"545","Summer flounder","Mid-Atlantic","rec_catch","Social","average of 2014 - 2019 data",1239884,25,31,2,0.806451612903226,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"546","Summer flounder","Mid-Atlantic","com_catch_max","Social","1979",10018500,19,36,2,0.527777777777778,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"547","Summer flounder","Mid-Atlantic","com_catch_5yr","Social","average of 2014 - 2019 data",2274402,17,35,2,0.485714285714286,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"548","Summer flounder","Mid-Atlantic","com_catch_hist","Social","mean of last 10 years vs historic mean",0.642575288522015,17,34,2,0.472222222222222,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"549","Summer flounder","Mid-Atlantic","revenue_max","Social","1986",21174594.3159994,26,36,2,0.722222222222222,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"550","Summer flounder","Mid-Atlantic","revenue_5yr","Social","average of 2014 - 2019 data",6587519.97225442,28,35,2,0.8,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"551","Summer flounder","Mid-Atlantic","revenue_hist","Social","mean of last 10 years vs historic mean",0.900583027574689,16,34,2,0.444444444444444,8.792809654503,17,53,"Summer flounder - Mid-Atlantic","Summer flounder, 8.79"
"552","Thorny skate","Gulf of Maine","bbmsy","Biological","2018",0.0390000008046627,40,41,7,0.975609756097561,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"553","Thorny skate","Gulf of Maine","ffmsy","Social",NA,NA,NA,NA,7,0.5,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"554","Thorny skate","Gulf of Maine","asmt_catch","Social","1973",5773,15,43,7,0.348837209302326,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"555","Thorny skate","Gulf of Maine","recruitment","Biological",NA,NA,NA,NA,7,0.5,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"556","Thorny skate","Gulf of Maine","abundance","Biological","mean of last 10 years vs historic mean",0.0741838379718806,36,37,7,0.972972972972973,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"557","Thorny skate","Gulf of Maine","biomass_fall","Biological","mean of last 10 years vs historic mean",0.454995640010613,50,51,7,0.980392156862745,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"558","Thorny skate","Gulf of Maine","biomass_spring","Biological","mean of last 10 years vs historic mean",0.579669261125437,45,51,7,0.882352941176471,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"559","Thorny skate","Gulf of Maine","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.838018726916301,42,51,7,0.823529411764706,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"560","Thorny skate","Gulf of Maine","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.899799881279181,30,51,7,0.588235294117647,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"561","Thorny skate","Gulf of Maine","max_length_fall","Biological","mean of last 10 years vs historic mean",0.811626178493787,48,51,7,0.941176470588235,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"562","Thorny skate","Gulf of Maine","max_length_spring","Biological","mean of last 10 years vs historic mean",0.853055165829456,43,51,7,0.843137254901961,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"563","Thorny skate","Gulf of Maine","diet","Biological","all",10,6,11,7,0.545454545454545,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"564","Thorny skate","Gulf of Maine","rec_catch","Social","average of 2014 - 2019 data",4641,5,31,7,0.161290322580645,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"565","Thorny skate","Gulf of Maine","com_catch_max","Social","2007",20623,1,36,7,0.0277777777777778,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"566","Thorny skate","Gulf of Maine","com_catch_5yr","Social","average of 2014 - 2019 data",15372,6,35,7,0.171428571428571,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"567","Thorny skate","Gulf of Maine","com_catch_hist","Social","mean of last 10 years vs historic mean",0.745381370314697,13,34,7,0.361111111111111,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"568","Thorny skate","Gulf of Maine","revenue_max","Social","2007",6649.44915940887,1,36,7,0.0277777777777778,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"569","Thorny skate","Gulf of Maine","revenue_5yr","Social","average of 2014 - 2019 data",3539.17264640451,5,35,7,0.142857142857143,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"570","Thorny skate","Gulf of Maine","revenue_hist","Social","mean of last 10 years vs historic mean",0.532250500990241,21,34,7,0.583333333333333,10.3772740501055,27,53,"Thorny skate - Gulf of Maine","Thorny skate, 10.38"
"571","White hake","Gulf of Maine / Georges Bank","bbmsy","Biological","2016",0.686999976634979,23,41,6,0.560975609756098,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"572","White hake","Gulf of Maine / Georges Bank","ffmsy","Social","2016",0.358999997377396,13,36,6,0.361111111111111,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"573","White hake","Gulf of Maine / Georges Bank","asmt_catch","Social","1993",10629,19,43,6,0.441860465116279,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"574","White hake","Gulf of Maine / Georges Bank","recruitment","Biological","mean of last 10 years vs historic mean",0.691078514739229,11,20,6,0.55,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"575","White hake","Gulf of Maine / Georges Bank","abundance","Biological","mean of last 10 years vs historic mean",1.07585010930378,20,37,6,0.540540540540541,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"576","White hake","Gulf of Maine / Georges Bank","biomass_fall","Biological","mean of last 10 years vs historic mean",1.04263667168332,36,51,6,0.705882352941177,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"577","White hake","Gulf of Maine / Georges Bank","biomass_spring","Biological","mean of last 10 years vs historic mean",0.850980800217494,35,51,6,0.686274509803922,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"578","White hake","Gulf of Maine / Georges Bank","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.925962322182281,28,51,6,0.549019607843137,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"579","White hake","Gulf of Maine / Georges Bank","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.941674972771636,24,51,6,0.470588235294118,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"580","White hake","Gulf of Maine / Georges Bank","max_length_fall","Biological","mean of last 10 years vs historic mean",0.927389317725112,36,51,6,0.705882352941177,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"581","White hake","Gulf of Maine / Georges Bank","max_length_spring","Biological","mean of last 10 years vs historic mean",0.938552428515085,35,51,6,0.686274509803922,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"582","White hake","Gulf of Maine / Georges Bank","diet","Biological","all",13,3,11,6,0.272727272727273,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"583","White hake","Gulf of Maine / Georges Bank","rec_catch","Social","average of 2014 - 2019 data",9051,9,31,6,0.290322580645161,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"584","White hake","Gulf of Maine / Georges Bank","com_catch_max","Social","1992",11809192,20,36,6,0.555555555555556,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"585","White hake","Gulf of Maine / Georges Bank","com_catch_5yr","Social","average of 2014 - 2019 data",4100163,21,35,6,0.6,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"586","White hake","Gulf of Maine / Georges Bank","com_catch_hist","Social","mean of last 10 years vs historic mean",0.688500957734749,16,34,6,0.444444444444444,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"587","White hake","Gulf of Maine / Georges Bank","revenue_max","Social","1992",9096619.43584308,19,36,6,0.527777777777778,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"588","White hake","Gulf of Maine / Georges Bank","revenue_5yr","Social","average of 2014 - 2019 data",4336005.3403804,21,35,6,0.6,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"589","White hake","Gulf of Maine / Georges Bank","revenue_hist","Social","mean of last 10 years vs historic mean",1.3539501693872,10,34,6,0.277777777777778,9.82701470407947,21,53,"White hake - Gulf of Maine / Georges Bank","White hake, 9.83"
"590","Windowpane","Gulf of Maine / Georges Bank","bbmsy","Biological","2016",0.174999997019768,35,41,6,0.853658536585366,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"591","Windowpane","Gulf of Maine / Georges Bank","ffmsy","Social","2016",0.652999997138977,21,36,6,0.583333333333333,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"592","Windowpane","Gulf of Maine / Georges Bank","asmt_catch","Social","1991",3660,8,43,6,0.186046511627907,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"593","Windowpane","Gulf of Maine / Georges Bank","recruitment","Biological",NA,NA,NA,NA,6,0.5,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"594","Windowpane","Gulf of Maine / Georges Bank","abundance","Biological","mean of last 10 years vs historic mean",0.822199404063812,27,37,6,0.72972972972973,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"595","Windowpane","Gulf of Maine / Georges Bank","biomass_fall","Biological","mean of last 10 years vs historic mean",0.832995661060219,44,51,6,0.862745098039216,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"596","Windowpane","Gulf of Maine / Georges Bank","biomass_spring","Biological","mean of last 10 years vs historic mean",0.555120835622258,46,51,6,0.901960784313726,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"597","Windowpane","Gulf of Maine / Georges Bank","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.897809477600275,37,51,6,0.725490196078431,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"598","Windowpane","Gulf of Maine / Georges Bank","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.878733480473073,36,51,6,0.705882352941177,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"599","Windowpane","Gulf of Maine / Georges Bank","max_length_fall","Biological","mean of last 10 years vs historic mean",0.927291640476942,37,51,6,0.725490196078431,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"600","Windowpane","Gulf of Maine / Georges Bank","max_length_spring","Biological","mean of last 10 years vs historic mean",0.927893818551057,37,51,6,0.725490196078431,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"601","Windowpane","Gulf of Maine / Georges Bank","diet","Biological","all",12,4,11,6,0.363636363636364,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"602","Windowpane","Gulf of Maine / Georges Bank","rec_catch","Social","average of 2014 - 2019 data",8354,8,31,6,0.258064516129032,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"603","Windowpane","Gulf of Maine / Georges Bank","com_catch_max","Social","1985",8064400,15,36,6,0.416666666666667,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"604","Windowpane","Gulf of Maine / Georges Bank","com_catch_5yr","Social","average of 2014 - 2019 data",43420,7,35,6,0.2,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"605","Windowpane","Gulf of Maine / Georges Bank","com_catch_hist","Social","mean of last 10 years vs historic mean",0.0434546799873692,32,34,6,0.888888888888889,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"606","Windowpane","Gulf of Maine / Georges Bank","revenue_max","Social","1985",10662705.7155507,21,36,6,0.583333333333333,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"607","Windowpane","Gulf of Maine / Georges Bank","revenue_5yr","Social","average of 2014 - 2019 data",34073.5707267984,7,35,6,0.2,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"608","Windowpane","Gulf of Maine / Georges Bank","revenue_hist","Social","mean of last 10 years vs historic mean",0.0284363522608224,33,34,6,0.916666666666667,11.3270833701267,40,53,"Windowpane - Gulf of Maine / Georges Bank","Windowpane, 11.33"
"609","Windowpane","Southern New England / Mid","bbmsy","Biological","2016",1.29999995231628,12,41,5,0.292682926829268,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"610","Windowpane","Southern New England / Mid","ffmsy","Social","2016",0.902999997138977,28,36,5,0.777777777777778,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"611","Windowpane","Southern New England / Mid","asmt_catch","Social","1990",5318,14,43,5,0.325581395348837,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"612","Windowpane","Southern New England / Mid","recruitment","Biological",NA,NA,NA,NA,5,0.5,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"613","Windowpane","Southern New England / Mid","abundance","Biological","mean of last 10 years vs historic mean",0.981152998786813,22,37,5,0.594594594594595,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"614","Windowpane","Southern New England / Mid","biomass_fall","Biological","mean of last 10 years vs historic mean",1.00687730177512,39,51,5,0.764705882352941,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"615","Windowpane","Southern New England / Mid","biomass_spring","Biological","mean of last 10 years vs historic mean",0.666598008246241,43,51,5,0.843137254901961,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"616","Windowpane","Southern New England / Mid","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.961187844762976,23,51,5,0.450980392156863,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"617","Windowpane","Southern New England / Mid","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.942601579150942,23,51,5,0.450980392156863,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"618","Windowpane","Southern New England / Mid","max_length_fall","Biological","mean of last 10 years vs historic mean",0.966524858121188,28,51,5,0.549019607843137,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"619","Windowpane","Southern New England / Mid","max_length_spring","Biological","mean of last 10 years vs historic mean",0.958816271859492,28,51,5,0.549019607843137,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"620","Windowpane","Southern New England / Mid","diet","Biological","all",12,4,11,5,0.363636363636364,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"621","Windowpane","Southern New England / Mid","rec_catch","Social","average of 2014 - 2019 data",8354,8,31,5,0.258064516129032,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"622","Windowpane","Southern New England / Mid","com_catch_max","Social","1985",8064400,15,36,5,0.416666666666667,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"623","Windowpane","Southern New England / Mid","com_catch_5yr","Social","average of 2014 - 2019 data",43420,7,35,5,0.2,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"624","Windowpane","Southern New England / Mid","com_catch_hist","Social","mean of last 10 years vs historic mean",0.0434546799873692,32,34,5,0.888888888888889,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"625","Windowpane","Southern New England / Mid","revenue_max","Social","1985",10662705.7155507,21,36,5,0.583333333333333,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"626","Windowpane","Southern New England / Mid","revenue_5yr","Social","average of 2014 - 2019 data",34073.5707267984,7,35,5,0.2,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"627","Windowpane","Southern New England / Mid","revenue_hist","Social","mean of last 10 years vs historic mean",0.0284363522608224,33,34,5,0.916666666666667,9.92573626712633,22,53,"Windowpane - Southern New England / Mid","Windowpane, 9.93"
"628","Winter flounder","Georges Bank","bbmsy","Biological","2016",0.518999993801117,26,41,6,0.634146341463415,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"629","Winter flounder","Georges Bank","ffmsy","Social","2016",0.224999994039536,7,36,6,0.194444444444444,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"630","Winter flounder","Georges Bank","asmt_catch","Social","1983",4203,10,43,6,0.232558139534884,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"631","Winter flounder","Georges Bank","recruitment","Biological","mean of last 10 years vs historic mean",0.356923284044248,17,20,6,0.85,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"632","Winter flounder","Georges Bank","abundance","Biological","mean of last 10 years vs historic mean",0.737382435074666,29,37,6,0.783783783783784,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"633","Winter flounder","Georges Bank","biomass_fall","Biological","mean of last 10 years vs historic mean",1.59336428164552,24,51,6,0.470588235294118,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"634","Winter flounder","Georges Bank","biomass_spring","Biological","mean of last 10 years vs historic mean",1.04063258476046,33,51,6,0.647058823529412,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"635","Winter flounder","Georges Bank","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.991252110056232,14,51,6,0.274509803921569,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"636","Winter flounder","Georges Bank","avg_length_spring","Biological","mean of last 10 years vs historic mean",1.0157120187266,9,51,6,0.176470588235294,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"637","Winter flounder","Georges Bank","max_length_fall","Biological","mean of last 10 years vs historic mean",0.97806986616272,26,51,6,0.509803921568627,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"638","Winter flounder","Georges Bank","max_length_spring","Biological","mean of last 10 years vs historic mean",1.00184097514125,15,51,6,0.294117647058824,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"639","Winter flounder","Georges Bank","diet","Biological","all",12,4,11,6,0.363636363636364,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"640","Winter flounder","Georges Bank","rec_catch","Social","average of 2014 - 2019 data",211765,20,31,6,0.645161290322581,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"641","Winter flounder","Georges Bank","com_catch_max","Social","1980",25909000,24,36,6,0.666666666666667,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"642","Winter flounder","Georges Bank","com_catch_5yr","Social","average of 2014 - 2019 data",3198833,20,35,6,0.571428571428571,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"643","Winter flounder","Georges Bank","com_catch_hist","Social","mean of last 10 years vs historic mean",0.257266614341049,25,34,6,0.694444444444444,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"644","Winter flounder","Georges Bank","revenue_max","Social","1984",39909614.8048485,30,36,6,0.833333333333333,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
"645","Winter flounder","Georges Bank","revenue_5yr","Social","average of 2014 - 2019 data",7272568.31348819,30,35,6,0.857142857142857,10.3659619224759,26,53,"Winter flounder - Georges Bank","Winter flounder, 10.37"
