"","Species","Region","Indicator","category","Year","Value","rank","n_stocks_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank","overall_stocks","stock","label"
"210","Butterfish","Gulf of Maine / Cape Hatteras","bbmsy","Biological","2016",1.41100001335144,10,41,2,0.24390243902439,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"211","Butterfish","Gulf of Maine / Cape Hatteras","ffmsy","Social","2016",0.061999998986721,3,36,2,0.0833333333333333,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"212","Butterfish","Gulf of Maine / Cape Hatteras","asmt_catch","Social","1993",12185,20,43,2,0.465116279069767,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"213","Butterfish","Gulf of Maine / Cape Hatteras","recruitment","Biological","mean of last 10 years vs historic mean",0.629873613926315,14,20,2,0.7,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"214","Butterfish","Gulf of Maine / Cape Hatteras","abundance","Biological","mean of last 10 years vs historic mean",0.785348454097748,28,37,2,0.756756756756757,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"215","Butterfish","Gulf of Maine / Cape Hatteras","biomass_fall","Biological","mean of last 10 years vs historic mean",1.66818000170758,21,51,2,0.411764705882353,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"216","Butterfish","Gulf of Maine / Cape Hatteras","biomass_spring","Biological","mean of last 10 years vs historic mean",1.35653617377392,28,51,2,0.549019607843137,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"217","Butterfish","Gulf of Maine / Cape Hatteras","avg_length_fall","Biological","mean of last 10 years vs historic mean",1.01687732358751,9,51,2,0.176470588235294,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"218","Butterfish","Gulf of Maine / Cape Hatteras","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.927362573648096,26,51,2,0.509803921568627,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"219","Butterfish","Gulf of Maine / Cape Hatteras","max_length_fall","Biological","mean of last 10 years vs historic mean",1.04248349964642,11,51,2,0.215686274509804,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"220","Butterfish","Gulf of Maine / Cape Hatteras","max_length_spring","Biological","mean of last 10 years vs historic mean",0.960319067316992,26,51,2,0.509803921568627,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"221","Butterfish","Gulf of Maine / Cape Hatteras","diet","Biological","all",11,5,11,2,0.454545454545455,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"222","Butterfish","Gulf of Maine / Cape Hatteras","rec_catch","Social","average of 2014 - 2019 data",156134,18,31,2,0.580645161290323,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"223","Butterfish","Gulf of Maine / Cape Hatteras","com_catch_max","Social","2017",6878210,12,36,2,0.333333333333333,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"224","Butterfish","Gulf of Maine / Cape Hatteras","com_catch_5yr","Social","average of 2014 - 2019 data",6878210,24,35,2,0.685714285714286,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"225","Butterfish","Gulf of Maine / Cape Hatteras","com_catch_hist","Social","mean of last 10 years vs historic mean",3.45852152888083,3,34,2,0.0833333333333333,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"226","Butterfish","Gulf of Maine / Cape Hatteras","revenue_max","Social","2019",4807987,17,36,2,0.472222222222222,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"227","Butterfish","Gulf of Maine / Cape Hatteras","revenue_5yr","Social","average of 2014 - 2019 data",4807987,23,35,2,0.657142857142857,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"228","Butterfish","Gulf of Maine / Cape Hatteras","revenue_hist","Social","mean of last 10 years vs historic mean",2.86651932483706,3,34,2,0.0833333333333333,7.97192780870723,11,53,"Butterfish - Gulf of Maine / Cape Hatteras","Butterfish, 7.97"
"229","Clearnose skate","Southern New England / Mid","bbmsy","Biological","2018",0.924000024795532,18,41,5,0.439024390243902,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"230","Clearnose skate","Southern New England / Mid","ffmsy","Social",NA,NA,NA,NA,5,0.5,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"231","Clearnose skate","Southern New England / Mid","asmt_catch","Social","1994",5012,12,43,5,0.27906976744186,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"232","Clearnose skate","Southern New England / Mid","recruitment","Biological",NA,NA,NA,NA,5,0.5,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"233","Clearnose skate","Southern New England / Mid","abundance","Biological","mean of last 10 years vs historic mean",1.62811356427152,8,37,5,0.216216216216216,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"234","Clearnose skate","Southern New England / Mid","biomass_fall","Biological","mean of last 10 years vs historic mean",3.74627325020199,4,51,5,0.0784313725490196,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"235","Clearnose skate","Southern New England / Mid","biomass_spring","Biological","mean of last 10 years vs historic mean",2.43835520740509,10,51,5,0.196078431372549,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"236","Clearnose skate","Southern New England / Mid","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.999275295334649,12,51,5,0.235294117647059,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"237","Clearnose skate","Southern New England / Mid","avg_length_spring","Biological","mean of last 10 years vs historic mean",1.052031724943,5,51,5,0.0980392156862745,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"238","Clearnose skate","Southern New England / Mid","max_length_fall","Biological","mean of last 10 years vs historic mean",1.07289996672616,6,51,5,0.117647058823529,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"239","Clearnose skate","Southern New England / Mid","max_length_spring","Biological","mean of last 10 years vs historic mean",1.0657229321923,7,51,5,0.137254901960784,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"240","Clearnose skate","Southern New England / Mid","diet","Biological","all",11,5,11,5,0.454545454545455,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"241","Clearnose skate","Southern New England / Mid","rec_catch","Social","average of 2014 - 2019 data",3063,4,31,5,0.129032258064516,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"242","Clearnose skate","Southern New England / Mid","com_catch_max","Social","2011",284586,5,36,5,0.138888888888889,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"243","Clearnose skate","Southern New England / Mid","com_catch_5yr","Social","average of 2014 - 2019 data",1081,3,35,5,0.0857142857142857,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"244","Clearnose skate","Southern New England / Mid","com_catch_hist","Social",NA,NA,NA,NA,5,0.5,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"245","Clearnose skate","Southern New England / Mid","revenue_max","Social","2011",765491.700328557,7,36,5,0.194444444444444,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"246","Clearnose skate","Southern New England / Mid","revenue_5yr","Social","average of 2014 - 2019 data",524,3,35,5,0.0857142857142857,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"247","Clearnose skate","Southern New England / Mid","revenue_hist","Social",NA,NA,NA,NA,5,0.5,4.88539508931307,1,53,"Clearnose skate - Southern New England / Mid","Clearnose skate, 4.89"
"248","Goosefish","Gulf of Maine / Northern Georges Bank","bbmsy","Biological","2011",1.31299996376038,11,41,3,0.268292682926829,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"249","Goosefish","Gulf of Maine / Northern Georges Bank","ffmsy","Social","2011",0.181999996304512,6,36,3,0.166666666666667,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"250","Goosefish","Gulf of Maine / Northern Georges Bank","asmt_catch","Social","2003",16203,25,43,3,0.581395348837209,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"251","Goosefish","Gulf of Maine / Northern Georges Bank","recruitment","Biological",NA,NA,NA,NA,3,0.5,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"252","Goosefish","Gulf of Maine / Northern Georges Bank","abundance","Biological","mean of last 10 years vs historic mean",2.30873569366441,6,37,3,0.162162162162162,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"253","Goosefish","Gulf of Maine / Northern Georges Bank","biomass_fall","Biological","mean of last 10 years vs historic mean",1.56408888735177,26,51,3,0.509803921568627,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"254","Goosefish","Gulf of Maine / Northern Georges Bank","biomass_spring","Biological","mean of last 10 years vs historic mean",1.37636535630834,26,51,3,0.509803921568627,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"255","Goosefish","Gulf of Maine / Northern Georges Bank","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.698236436451195,51,51,3,1,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"256","Goosefish","Gulf of Maine / Northern Georges Bank","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.760144223958153,48,51,3,0.941176470588235,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"257","Goosefish","Gulf of Maine / Northern Georges Bank","max_length_fall","Biological","mean of last 10 years vs historic mean",0.961143546575529,29,51,3,0.568627450980392,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"258","Goosefish","Gulf of Maine / Northern Georges Bank","max_length_spring","Biological","mean of last 10 years vs historic mean",0.89026956880283,39,51,3,0.764705882352941,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"259","Goosefish","Gulf of Maine / Northern Georges Bank","diet","Biological","all",12,4,11,3,0.363636363636364,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"260","Goosefish","Gulf of Maine / Northern Georges Bank","rec_catch","Social","average of 2014 - 2019 data",23569,11,31,3,0.354838709677419,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"261","Goosefish","Gulf of Maine / Northern Georges Bank","com_catch_max","Social","1995",31579401,26,36,3,0.722222222222222,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"262","Goosefish","Gulf of Maine / Northern Georges Bank","com_catch_5yr","Social","average of 2014 - 2019 data",17181094,32,35,3,0.914285714285714,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"263","Goosefish","Gulf of Maine / Northern Georges Bank","com_catch_hist","Social","mean of last 10 years vs historic mean",0.933367174966121,11,34,3,0.305555555555556,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"264","Goosefish","Gulf of Maine / Northern Georges Bank","revenue_max","Social","2000",35812121.736002,29,36,3,0.805555555555556,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"265","Goosefish","Gulf of Maine / Northern Georges Bank","revenue_5yr","Social","average of 2014 - 2019 data",12341322.6389978,31,35,3,0.885714285714286,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"266","Goosefish","Gulf of Maine / Northern Georges Bank","revenue_hist","Social","mean of last 10 years vs historic mean",0.892152376070048,17,34,3,0.472222222222222,10.796665136521,31,53,"Goosefish - Gulf of Maine / Northern Georges Bank","Goosefish, 10.8"
"267","Goosefish","Southern Georges Bank / Mid","bbmsy","Biological","2011",1.54999995231628,8,41,3,0.195121951219512,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"268","Goosefish","Southern Georges Bank / Mid","ffmsy","Social","2011",0.296999990940094,11,36,3,0.305555555555556,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"269","Goosefish","Southern Georges Bank / Mid","asmt_catch","Social","1998",20568,29,43,3,0.674418604651163,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"270","Goosefish","Southern Georges Bank / Mid","recruitment","Biological",NA,NA,NA,NA,3,0.5,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"271","Goosefish","Southern Georges Bank / Mid","abundance","Biological","mean of last 10 years vs historic mean",1.59500048562549,9,37,3,0.243243243243243,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"272","Goosefish","Southern Georges Bank / Mid","biomass_fall","Biological","mean of last 10 years vs historic mean",1.15697008558626,34,51,3,0.666666666666667,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"273","Goosefish","Southern Georges Bank / Mid","biomass_spring","Biological","mean of last 10 years vs historic mean",1.0907637932887,31,51,3,0.607843137254902,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"274","Goosefish","Southern Georges Bank / Mid","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.778050605645546,47,51,3,0.92156862745098,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"275","Goosefish","Southern Georges Bank / Mid","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.904971415773396,29,51,3,0.568627450980392,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"276","Goosefish","Southern Georges Bank / Mid","max_length_fall","Biological","mean of last 10 years vs historic mean",0.86319905583351,42,51,3,0.823529411764706,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"277","Goosefish","Southern Georges Bank / Mid","max_length_spring","Biological","mean of last 10 years vs historic mean",0.935693948170992,36,51,3,0.705882352941177,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"278","Goosefish","Southern Georges Bank / Mid","diet","Biological","all",12,4,11,3,0.363636363636364,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"279","Goosefish","Southern Georges Bank / Mid","rec_catch","Social","average of 2014 - 2019 data",23569,11,31,3,0.354838709677419,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"280","Goosefish","Southern Georges Bank / Mid","com_catch_max","Social","1995",31579401,26,36,3,0.722222222222222,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"281","Goosefish","Southern Georges Bank / Mid","com_catch_5yr","Social","average of 2014 - 2019 data",17181094,32,35,3,0.914285714285714,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"282","Goosefish","Southern Georges Bank / Mid","com_catch_hist","Social","mean of last 10 years vs historic mean",0.933367174966121,11,34,3,0.305555555555556,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"283","Goosefish","Southern Georges Bank / Mid","revenue_max","Social","2000",35812121.736002,29,36,3,0.805555555555556,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"284","Goosefish","Southern Georges Bank / Mid","revenue_5yr","Social","average of 2014 - 2019 data",12341322.6389978,31,35,3,0.885714285714286,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"285","Goosefish","Southern Georges Bank / Mid","revenue_hist","Social","mean of last 10 years vs historic mean",0.892152376070048,17,34,3,0.472222222222222,11.0364876305976,36,53,"Goosefish - Southern Georges Bank / Mid","Goosefish, 11.04"
"286","Haddock","Georges Bank","bbmsy","Biological","2016",2.78299999237061,3,41,6,0.0731707317073171,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"287","Haddock","Georges Bank","ffmsy","Social","2016",0.883000016212463,27,36,6,0.75,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"288","Haddock","Georges Bank","asmt_catch","Social","1965",150362,39,43,6,0.906976744186046,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"289","Haddock","Georges Bank","recruitment","Biological","mean of last 10 years vs historic mean",11.0502355627935,1,20,6,0.05,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"290","Haddock","Georges Bank","abundance","Biological","mean of last 10 years vs historic mean",2.09505007553588,7,37,6,0.189189189189189,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"291","Haddock","Georges Bank","biomass_fall","Biological","mean of last 10 years vs historic mean",3.52076881799127,7,51,6,0.137254901960784,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"292","Haddock","Georges Bank","biomass_spring","Biological","mean of last 10 years vs historic mean",3.18147118734557,4,51,6,0.0784313725490196,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"293","Haddock","Georges Bank","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.699658514788005,50,51,6,0.980392156862745,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"294","Haddock","Georges Bank","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.722242338536866,51,51,6,1,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"295","Haddock","Georges Bank","max_length_fall","Biological","mean of last 10 years vs historic mean",0.840346972408619,46,51,6,0.901960784313726,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"296","Haddock","Georges Bank","max_length_spring","Biological","mean of last 10 years vs historic mean",0.860553232323456,42,51,6,0.823529411764706,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"297","Haddock","Georges Bank","diet","Biological","all",15,1,11,6,0.0909090909090909,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"298","Haddock","Georges Bank","rec_catch","Social","average of 2014 - 2019 data",2923019,29,31,6,0.935483870967742,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"299","Haddock","Georges Bank","com_catch_max","Social","1952",154948600,34,36,6,0.944444444444444,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"300","Haddock","Georges Bank","com_catch_5yr","Social","average of 2014 - 2019 data",18727801,33,35,6,0.942857142857143,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"301","Haddock","Georges Bank","com_catch_hist","Social","mean of last 10 years vs historic mean",0.297926280220962,24,34,6,0.666666666666667,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"302","Haddock","Georges Bank","revenue_max","Social","1950",119287930.820281,34,36,6,0.944444444444444,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"303","Haddock","Georges Bank","revenue_5yr","Social","average of 2014 - 2019 data",18258387,33,35,6,0.942857142857143,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"304","Haddock","Georges Bank","revenue_hist","Social","mean of last 10 years vs historic mean",0.386316534707746,25,34,6,0.694444444444444,12.0530125401247,46,53,"Haddock - Georges Bank","Haddock, 12.05"
"305","Haddock","Gulf of Maine","bbmsy","Biological","2016",7.06500005722046,1,41,7,0.024390243902439,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"306","Haddock","Gulf of Maine","ffmsy","Social","2016",0.298000007867813,12,36,7,0.333333333333333,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"307","Haddock","Gulf of Maine","asmt_catch","Social","1983",7656,16,43,7,0.372093023255814,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"308","Haddock","Gulf of Maine","recruitment","Biological","mean of last 10 years vs historic mean",8.85363257626663,2,20,7,0.1,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"309","Haddock","Gulf of Maine","abundance","Biological","mean of last 10 years vs historic mean",2.36273036120832,5,37,7,0.135135135135135,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"310","Haddock","Gulf of Maine","biomass_fall","Biological","mean of last 10 years vs historic mean",3.74741795865459,3,51,7,0.0588235294117647,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"311","Haddock","Gulf of Maine","biomass_spring","Biological","mean of last 10 years vs historic mean",4.58270731938223,2,51,7,0.0392156862745098,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"312","Haddock","Gulf of Maine","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.70722723945693,49,51,7,0.96078431372549,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"313","Haddock","Gulf of Maine","avg_length_spring","Biological","mean of last 10 years vs historic mean",0.817959736702606,43,51,7,0.843137254901961,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"314","Haddock","Gulf of Maine","max_length_fall","Biological","mean of last 10 years vs historic mean",0.803773958548343,49,51,7,0.96078431372549,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"315","Haddock","Gulf of Maine","max_length_spring","Biological","mean of last 10 years vs historic mean",0.943179039454538,34,51,7,0.666666666666667,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"316","Haddock","Gulf of Maine","diet","Biological","all",11,5,11,7,0.454545454545455,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"317","Haddock","Gulf of Maine","rec_catch","Social","average of 2014 - 2019 data",2923019,29,31,7,0.935483870967742,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"318","Haddock","Gulf of Maine","com_catch_max","Social","1952",154948600,34,36,7,0.944444444444444,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"319","Haddock","Gulf of Maine","com_catch_5yr","Social","average of 2014 - 2019 data",18727801,33,35,7,0.942857142857143,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"320","Haddock","Gulf of Maine","com_catch_hist","Social","mean of last 10 years vs historic mean",0.297926280220962,24,34,7,0.666666666666667,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"321","Haddock","Gulf of Maine","revenue_max","Social","1950",119287930.820281,34,36,7,0.944444444444444,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"322","Haddock","Gulf of Maine","revenue_5yr","Social","average of 2014 - 2019 data",18258387,33,35,7,0.942857142857143,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"323","Haddock","Gulf of Maine","revenue_hist","Social","mean of last 10 years vs historic mean",0.386316534707746,25,34,7,0.694444444444444,11.0201071115601,35,53,"Haddock - Gulf of Maine","Haddock, 11.02"
"324","Little skate","Georges Bank / Southern New England","bbmsy","Biological","2019",0.865000009536743,19,41,5,0.463414634146341,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"325","Little skate","Georges Bank / Southern New England","ffmsy","Social",NA,NA,NA,NA,5,0.5,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"326","Little skate","Georges Bank / Southern New England","asmt_catch","Social","1993",17889,26,43,5,0.604651162790698,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"327","Little skate","Georges Bank / Southern New England","recruitment","Biological",NA,NA,NA,NA,5,0.5,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"328","Little skate","Georges Bank / Southern New England","abundance","Biological","mean of last 10 years vs historic mean",1.31934002937669,13,37,5,0.351351351351351,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"329","Little skate","Georges Bank / Southern New England","biomass_fall","Biological","mean of last 10 years vs historic mean",3.52948317357762,6,51,5,0.117647058823529,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"330","Little skate","Georges Bank / Southern New England","biomass_spring","Biological","mean of last 10 years vs historic mean",1.87890379628519,15,51,5,0.294117647058824,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"331","Little skate","Georges Bank / Southern New England","avg_length_fall","Biological","mean of last 10 years vs historic mean",0.969252877308122,19,51,5,0.372549019607843,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"332","Little skate","Georges Bank / Southern New England","avg_length_spring","Biological","mean of last 10 years vs historic mean",1.00298924601177,12,51,5,0.235294117647059,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"333","Little skate","Georges Bank / Southern New England","max_length_fall","Biological","mean of last 10 years vs historic mean",1.02986245827481,14,51,5,0.274509803921569,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"334","Little skate","Georges Bank / Southern New England","max_length_spring","Biological","mean of last 10 years vs historic mean",1.02036113227986,12,51,5,0.235294117647059,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"335","Little skate","Georges Bank / Southern New England","diet","Biological","all",14,2,11,5,0.181818181818182,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"336","Little skate","Georges Bank / Southern New England","rec_catch","Social","average of 2014 - 2019 data",46083,16,31,5,0.516129032258065,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"337","Little skate","Georges Bank / Southern New England","com_catch_max","Social","2012",8844255,17,36,5,0.472222222222222,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"338","Little skate","Georges Bank / Southern New England","com_catch_5yr","Social","average of 2014 - 2019 data",6967716,25,35,5,0.714285714285714,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"339","Little skate","Georges Bank / Southern New England","com_catch_hist","Social","mean of last 10 years vs historic mean",1.53470734003735,8,34,5,0.222222222222222,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
"340","Little skate","Georges Bank / Southern New England","revenue_max","Social","2012",1012481.76420936,9,36,5,0.25,6.87137930167369,5,53,"Little skate - Georges Bank / Southern New England","Little skate, 6.87"
