"","Guild","size","Indicator","guild_risk","n_guild_species","avg_guild_risk","rank","norm_rank","total_guild_risk","label_y","sum_ranks"
"1","demersal_benthivore","large","abundance",2.14285714285714,4,0.535714285714286,7,0.875,6.5432344530315,6.00752016731721,73
"2","demersal_benthivore","large","asmt_catch",0.941176470588236,4,0.235294117647059,1,0.125,6.5432344530315,5.77222604967015,73
"3","demersal_benthivore","large","avg_length_fall",2.56862745098039,4,0.642156862745098,7,0.875,6.5432344530315,5.13006918692506,73
"4","demersal_benthivore","large","avg_length_spring",2.52941176470588,4,0.632352941176471,8,1,6.5432344530315,4.49771624574859,73
"5","demersal_benthivore","large","bbmsy",2.43478260869565,4,0.608695652173913,8,1,6.5432344530315,3.88902059357467,73
"6","demersal_benthivore","large","biomass_fall",2.01960784313725,4,0.504901960784314,5,0.625,6.5432344530315,3.38411863279036,73
"7","demersal_benthivore","large","biomass_spring",2.43137254901961,4,0.607843137254902,7,0.875,6.5432344530315,2.77627549553546,73
"8","demersal_benthivore","large","diet",2.36363636363636,4,0.590909090909091,8,1,6.5432344530315,2.18536640462637,73
"9","demersal_benthivore","large","ffmsy",1.4,4,0.35,1,0.125,6.5432344530315,1.83536640462637,73
"10","demersal_benthivore","large","max_length_fall",2.05882352941176,4,0.514705882352941,5,0.625,6.5432344530315,1.32066052227342,73
"11","demersal_benthivore","large","max_length_spring",2.33333333333333,4,0.583333333333333,8,1,6.5432344530315,0.737327188940092,73
"12","demersal_benthivore","large","rec_catch",0.806451612903225,4,0.201612903225806,1,0.125,6.5432344530315,0.535714285714286,73
"13","demersal_benthivore","large","recruitment",2.14285714285714,4,0.535714285714286,7,0.875,6.5432344530315,0,73
"14","demersal_benthivore","small","abundance",5.09523809523809,10,0.509523809523809,6,0.75,6.73502133192093,6.22549752239712,73
"15","demersal_benthivore","small","asmt_catch",4.91666666666667,10,0.491666666666667,3,0.375,6.73502133192093,5.73383085573045,73
"16","demersal_benthivore","small","avg_length_fall",5.60130718954248,10,0.560130718954248,5,0.625,6.73502133192093,5.1737001367762,73
"17","demersal_benthivore","small","avg_length_spring",5.72222222222222,10,0.572222222222222,7,0.875,6.73502133192093,4.60147791455398,73
"18","demersal_benthivore","small","bbmsy",5.00724637681159,10,0.500724637681159,6,0.75,6.73502133192093,4.10075327687282,73
"19","demersal_benthivore","small","biomass_fall",4.97385620915033,10,0.497385620915033,4,0.5,6.73502133192093,3.60336765595779,73
"20","demersal_benthivore","small","biomass_spring",5.09477124183007,10,0.509477124183007,5,0.625,6.73502133192093,3.09389053177478,73
"21","demersal_benthivore","small","diet",4.34848484848485,10,0.434848484848485,4,0.5,6.73502133192093,2.6590420469263,73
"22","demersal_benthivore","small","ffmsy",5.55,10,0.555,8,1,6.73502133192093,2.1040420469263,73
"23","demersal_benthivore","small","max_length_fall",5.46732026143791,10,0.546732026143791,6,0.75,6.73502133192093,1.55731002078251,73
"24","demersal_benthivore","small","max_length_spring",5.2843137254902,10,0.52843137254902,6,0.75,6.73502133192093,1.02887864823349,73
"25","demersal_benthivore","small","rec_catch",5.19354838709677,10,0.519354838709677,7,0.875,6.73502133192093,0.509523809523809,73
"26","demersal_benthivore","small","recruitment",5.09523809523809,10,0.509523809523809,6,0.75,6.73502133192093,0,73
"27","demersal_omnivore","large","abundance",1.5,3,0.5,3.5,0.4375,6.34214890427249,5.84214890427249,59
"28","demersal_omnivore","large","asmt_catch",1.41176470588235,3,0.470588235294118,2,0.25,6.34214890427249,5.37156066897837,59
"29","demersal_omnivore","large","avg_length_fall",1.80392156862745,3,0.601307189542484,6,0.75,6.34214890427249,4.77025347943589,59
"30","demersal_omnivore","large","avg_length_spring",1.19607843137255,3,0.398692810457516,3,0.375,6.34214890427249,4.37156066897837,59
"31","demersal_omnivore","large","bbmsy",1.47826086956522,3,0.492753623188406,4,0.5,6.34214890427249,3.87880704578997,59
"32","demersal_omnivore","large","biomass_fall",1.68627450980392,3,0.562091503267974,7,0.875,6.34214890427249,3.31671554252199,59
"33","demersal_omnivore","large","biomass_spring",1.94117647058824,3,0.647058823529412,8,1,6.34214890427249,2.66965671899258,59
"34","demersal_omnivore","large","diet",1.27272727272727,3,0.424242424242424,3,0.375,6.34214890427249,2.24541429475016,59
"35","demersal_omnivore","large","ffmsy",1.5,3,0.5,5,0.625,6.34214890427249,1.74541429475016,59
"36","demersal_omnivore","large","max_length_fall",1.66666666666667,3,0.555555555555556,7,0.875,6.34214890427249,1.1898587391946,59
"37","demersal_omnivore","large","max_length_spring",1.3921568627451,3,0.464052287581699,5,0.625,6.34214890427249,0.725806451612903,59
"38","demersal_omnivore","large","rec_catch",0.677419354838709,3,0.225806451612903,2,0.25,6.34214890427249,0.5,59
"39","demersal_omnivore","large","recruitment",1.5,3,0.5,3.5,0.4375,6.34214890427249,0,59
"40","demersal_omnivore","small","abundance",1,2,0.5,3.5,0.4375,4.90093826641966,4.40093826641966,34
"41","demersal_omnivore","small","asmt_catch",1.17647058823529,2,0.588235294117647,6,0.75,4.90093826641966,3.81270297230202,34
