"Species","Region","Indicator","category","Year","Value","rank","n_stocks_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank","overall_stocks","stock","label"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1978-1982 mean",10709.6,25,34,6,0.735294117647059,6.72017710521197,19,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.72"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1979-1983 mean",8960.4,24,34,6,0.705882352941177,6.63194181109432,18,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.63"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1980-1984 mean",6969.4,19,34,6,0.558823529411765,6.75215676915706,18,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.75"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1981-1985 mean",5846.4,18,35,6,0.514285714285714,6.89081346371894,21,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.89"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1982-1986 mean",4873,16,35,6,0.457142857142857,7.29418110698626,20,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 7.29"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1983-1987 mean",3870.6,12,35,6,0.342857142857143,6.75066823427357,14,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.75"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1984-1988 mean",3036,12,35,6,0.342857142857143,6.5083676144571,12,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.51"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1985-1989 mean",2211.8,9,38,6,0.236842105263158,6.33320958762279,10,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.33"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1986-1990 mean",1483.4,6,38,6,0.157894736842105,6.0381699350194,6,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.04"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1987-1991 mean",1278.6,6,38,6,0.157894736842105,6.05201622382074,8,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.05"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1988-1992 mean",1093,6,38,6,0.157894736842105,5.97289403476066,6,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.97"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1989-1993 mean",1041.2,6,38,6,0.157894736842105,5.5788048136528,6,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.58"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1990-1994 mean",1014,6,38,6,0.157894736842105,5.31659441271503,5,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.32"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1991-1995 mean",1014.6,6,38,6,0.157894736842105,5.50371493038266,5,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.5"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1992-1996 mean",759.6,7,38,6,0.184210526315789,5.26989242856304,5,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.27"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1993-1997 mean",663.8,7,38,6,0.184210526315789,5.14231180250217,3,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.14"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1994-1998 mean",586.6,8,38,6,0.210526315789474,5.2525345987932,4,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.25"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1995-1999 mean",555.6,7,38,6,0.184210526315789,5.27619505780261,4,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.28"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1996-2000 mean",523,6,38,6,0.157894736842105,4.9472679379769,2,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 4.95"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1997-2001 mean",515.8,7,38,6,0.184210526315789,5.1489834895756,3,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.15"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1998-2002 mean",518,9,39,6,0.230769230769231,5.20205766877499,3,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.2"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1999-2003 mean",529.2,9,39,6,0.230769230769231,5.11290764706418,2,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.11"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2000-2004 mean",557,9,39,6,0.230769230769231,5.02092083666604,2,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.02"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2001-2005 mean",593.4,9,39,6,0.230769230769231,4.99038744943,3,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 4.99"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2002-2006 mean",581.2,9,39,6,0.230769230769231,4.92310408322272,3,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 4.92"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2003-2007 mean",713.6,11,39,6,0.282051282051282,5.04584780427907,3,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.05"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2004-2008 mean",874.6,13,39,6,0.333333333333333,5.16098672675937,3,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.16"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2005-2009 mean",1103.2,13,39,6,0.333333333333333,5.42526101349631,3,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.43"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2006-2010 mean",1340.8,16,39,6,0.41025641025641,5.56189269608387,3,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.56"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2007-2011 mean",1654.8,18,40,6,0.45,5.87555816064724,5,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.88"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2008-2012 mean",2260.4,22,40,6,0.55,5.84959442748016,4,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.85"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2009-2013 mean",2779,22,40,6,0.55,6.06515766073436,5,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.07"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2010-2014 mean",3463,23,40,6,0.575,6.19668318224219,6,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.2"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2011-2015 mean",4101,26,40,6,0.65,6.43230132962276,6,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.43"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2012-2016 mean",4440.6,25,40,6,0.625,6.38363927738928,6,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.38"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2013-2017 mean",4503.5,25,40,6,0.625,6.59732787054216,7,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.6"
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","2014-2018 mean",4682.66666666667,26,40,6,0.65,6.57119272195682,8,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.57"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1964-1968 mean",21228200,3,6,6,0.5,5.06908212560386,36,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.07"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1965-1969 mean",12007000,3,6,6,0.5,4.88629221581699,30,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 4.89"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1966-1970 mean",5825800,4,7,6,0.571428571428571,4.88062927410753,31,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 4.88"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1967-1971 mean",2559000,5,7,6,0.714285714285714,5.11201298701299,33,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 5.11"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1968-1972 mean",24000200,4,7,6,0.571428571428571,4.95075421472937,33,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 4.95"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1969-1973 mean",24094600,5,8,6,0.625,6.58198887354135,24,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.58"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1970-1974 mean",24176800,5,8,6,0.625,6.57989683693397,23,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.58"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1971-1975 mean",24122600,5,8,6,0.625,6.47175540829961,21,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.47"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1972-1976 mean",23929400,5,8,6,0.625,6.64990929705215,24,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.65"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1973-1977 mean",1701400,7,9,6,0.777777777777778,7.28781484216267,27,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 7.29"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1974-1978 mean",1199200,8,10,6,0.8,7.3286924776958,26,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 7.33"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1975-1979 mean",5902200,6,10,6,0.6,6.93738546998425,24,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.94"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1976-1980 mean",5887600,9,14,6,0.642857142857143,6.86458604718483,23,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.86"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1977-1981 mean",6034600,9,14,6,0.642857142857143,6.86316969504659,24,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.86"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1978-1982 mean",7716400,12,17,6,0.705882352941177,6.72017710521197,19,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.72"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1979-1983 mean",9899800,11,17,6,0.647058823529412,6.63194181109432,18,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.63"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1980-1984 mean",5534000,13,18,6,0.722222222222222,6.75215676915706,18,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.75"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1981-1985 mean",6408400,15,20,6,0.75,6.89081346371894,21,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 6.89"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1982-1986 mean",9555600,14,20,6,0.7,7.29418110698626,20,53,"Acadian redfish - Gulf of Maine / Georges Bank","Acadian redfish, 7.29"
