"Species","Region","Indicator","category","Year","Value","rank","n_years_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank"
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1978-1982 mean",7716400,93,93,6,0.911764705882353,7.04856418651338,43
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1979-1983 mean",9899800,91,91,6,0.892156862745098,7.28943821291462,42
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1980-1984 mean",5534000,99,99,6,0.970588235294118,7.79432329661477,44
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1981-1985 mean",6408400,94,94,6,0.92156862745098,8.05477022043558,44
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1982-1986 mean",9555600,92,92,6,0.901960784313726,9.41542733495872,48
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1983-1987 mean",10786200,89,89,6,0.872549019607843,9.03896538850929,45
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1984-1988 mean",10560200,90,90,6,0.882352941176471,9.33761368741644,46
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1985-1989 mean",12235000,87,87,6,0.852941176470588,9.78131766796589,46
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1986-1990 mean",13705400,85,85,6,0.833333333333333,9.17714823962626,37
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1987-1991 mean",13382200,86,86,6,0.843137254901961,8.75166372041695,29
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1988-1992 mean",23243000,83,83,6,0.813725490196078,8.75762910323891,26
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1989-1993 mean",37697200,66,66,6,0.647058823529412,8.1428185756369,14
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1990-1994 mean",42971600,57,57,6,0.558823529411765,7.8888461227926,8
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1991-1995 mean",48933200,50,50,6,0.490196078431373,9.02718412392895,26
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1992-1996 mean",52128200,45,45,6,0.441176470588235,8.4377318549189,13
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1993-1997 mean",44793000,54,54,6,0.529411764705882,8.29131973389964,16
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1994-1998 mean",35129400,74,74,6,0.725490196078431,8.33191741680194,24
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1995-1999 mean",37145400,68,68,6,0.666666666666667,7.80573814930019,20
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1996-2000 mean",47049200,52,52,6,0.509803921568627,6.56166388650114,5
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1997-2001 mean",49418200,48,52,6,0.470588235294118,6.53972386201279,9
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1998-2002 mean",59725800,14,51,6,0.137254901960784,6.48472849457526,13
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","1999-2003 mean",58918200,15,51,6,0.147058823529412,6.03998291060023,8
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2000-2004 mean",58165800,17,57,6,0.166666666666667,5.21631011950943,4
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2001-2005 mean",58314000,16,56,6,0.156862745098039,5.00448588762437,3
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2002-2006 mean",64292600,13,55,6,0.127450980392157,5.16785301978733,1
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2003-2007 mean",58119000,18,54,6,0.176470588235294,5.49163864170491,2
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2004-2008 mean",117017400,5,49,6,0.0490196078431373,5.26183082291504,2
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2005-2009 mean",144904000,1,50,6,0.00980392156862745,6.61619808857339,13
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2006-2010 mean",134462600,2,46,6,0.0196078431372549,8.008362401555,16
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2007-2011 mean",128920600,4,46,6,0.0392156862745098,7.64254217456676,16
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2008-2012 mean",129118600,3,47,6,0.0294117647058824,7.23008566689878,12
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2009-2013 mean",75327800,11,51,6,0.107843137254902,6.94291976059982,8
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2010-2014 mean",67679200,12,52,6,0.117647058823529,6.5969430479404,6
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2011-2015 mean",78539400,10,50,6,0.0980392156862745,8.08082976175817,26
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2012-2016 mean",85337800,9,53,6,0.0882352941176471,8.08632462563962,25
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2013-2017 mean",94248500,7,52,6,0.0686274509803922,8.42692391253184,28
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2014-2018 mean",106871666.666667,6,47,6,0.0588235294117647,8.58252811022589,25
"Acadian redfish","Gulf of Maine / Georges Bank","recruitment","Population","2015-2019 mean",87331000,8,46,6,0.0784313725490196,8.92258039760987,32
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1965-1969 mean",NA,NA,NA,6,NA,7.03707245708713,51
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1966-1970 mean",NA,NA,NA,6,NA,6.55906142756196,49
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1967-1971 mean",NA,NA,NA,6,NA,6.30735402630634,49
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1968-1972 mean",NA,NA,NA,6,NA,5.86866530491591,39
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1969-1973 mean",NA,NA,NA,6,NA,7.38156572917726,38
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1970-1974 mean",NA,NA,NA,6,NA,7.55611422879506,39
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1971-1975 mean",NA,NA,NA,6,NA,7.24657343551837,37
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1972-1976 mean",NA,NA,NA,6,NA,7.92729293523931,45
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1973-1977 mean",NA,NA,NA,6,NA,8.14876370909811,46
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1974-1978 mean",NA,NA,NA,6,NA,7.58534185463838,42
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1975-1979 mean",NA,NA,NA,6,NA,7.10062833642543,41
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1976-1980 mean",NA,NA,NA,6,NA,7.04550490796215,39
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1977-1981 mean",NA,NA,NA,6,NA,6.9105238528991,42
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1978-1982 mean",NA,NA,NA,6,NA,7.04856418651338,43
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1979-1983 mean",NA,NA,NA,6,NA,7.28943821291462,42
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1980-1984 mean",NA,NA,NA,6,NA,7.79432329661477,44
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1981-1985 mean",NA,NA,NA,6,NA,8.05477022043558,44
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1982-1986 mean",NA,NA,NA,6,NA,9.41542733495872,48
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1983-1987 mean",NA,NA,NA,6,NA,9.03896538850929,45
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1984-1988 mean",NA,NA,NA,6,NA,9.33761368741644,46
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1985-1989 mean",NA,NA,NA,6,NA,9.78131766796589,46
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1986-1990 mean",NA,NA,NA,6,NA,9.17714823962626,37
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1987-1991 mean",NA,NA,NA,6,NA,8.75166372041695,29
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1988-1992 mean",NA,NA,NA,6,NA,8.75762910323891,26
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1989-1993 mean",NA,NA,NA,6,NA,8.1428185756369,14
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1990-1994 mean",NA,NA,NA,6,NA,7.8888461227926,8
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1991-1995 mean",NA,NA,NA,6,NA,9.02718412392895,26
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1992-1996 mean",NA,NA,NA,6,NA,8.4377318549189,13
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1993-1997 mean",NA,NA,NA,6,NA,8.29131973389964,16
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1994-1998 mean",NA,NA,NA,6,NA,8.33191741680194,24
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1995-1999 mean",NA,NA,NA,6,NA,7.80573814930019,20
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1996-2000 mean",NA,NA,NA,6,NA,6.56166388650114,5
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1997-2001 mean",NA,NA,NA,6,NA,6.53972386201279,9
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1998-2002 mean",NA,NA,NA,6,NA,6.48472849457526,13
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","1999-2003 mean",NA,NA,NA,6,NA,6.03998291060023,8
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2000-2004 mean",NA,NA,NA,6,NA,5.21631011950943,4
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2001-2005 mean",NA,NA,NA,6,NA,5.00448588762437,3
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2002-2006 mean",NA,NA,NA,6,NA,5.16785301978733,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2003-2007 mean",NA,NA,NA,6,NA,5.49163864170491,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2004-2008 mean",NA,NA,NA,6,NA,5.26183082291504,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2005-2009 mean",NA,NA,NA,6,NA,6.61619808857339,13
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2006-2010 mean",NA,NA,NA,6,NA,8.008362401555,16
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2007-2011 mean",NA,NA,NA,6,NA,7.64254217456676,16
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2008-2012 mean",NA,NA,NA,6,NA,7.23008566689878,12
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2009-2013 mean",NA,NA,NA,6,NA,6.94291976059982,8
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2010-2014 mean",NA,NA,NA,6,NA,6.5969430479404,6
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2011-2015 mean",NA,NA,NA,6,NA,8.08082976175817,26
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2012-2016 mean",NA,NA,NA,6,NA,8.08632462563962,25
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2013-2017 mean",NA,NA,NA,6,NA,8.42692391253184,28
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2014-2018 mean",NA,NA,NA,6,NA,8.58252811022589,25
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_abundance","Population","2015-2019 mean",NA,NA,NA,6,NA,8.92258039760987,32
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1894-1898 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1895-1899 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1896-1900 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1897-1901 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1898-1902 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1899-1903 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1900-1904 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1901-1905 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1902-1906 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1903-1907 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1904-1908 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1905-1909 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1906-1910 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1907-1911 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1908-1912 mean",NA,NA,NA,6,NA,0.5,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1909-1913 mean",671466,18,25,6,0.168224299065421,0.168224299065421,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1910-1914 mean",671464,19,21,6,0.177570093457944,0.177570093457944,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1911-1915 mean",671458,20,20,6,0.186915887850467,0.186915887850467,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1912-1916 mean",671451.25,22,22,6,0.205607476635514,0.205607476635514,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1913-1917 mean",671445.6,23,23,6,0.214953271028037,0.214953271028037,2
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1914-1918 mean",671440.8,24,24,6,0.224299065420561,0.725560956315533,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1915-1919 mean",671456.4,21,21,6,0.196261682242991,0.677818661470325,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1916-1920 mean",671512.4,17,17,6,0.158878504672897,0.620730572232594,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1917-1921 mean",671622,16,16,6,0.149532710280374,0.591679866172434,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1918-1922 mean",671797.8,15,15,6,0.14018691588785,0.532926189815243,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1919-1923 mean",672044.8,14,14,6,0.130841121495327,0.464271523359043,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1920-1924 mean",672353,13,13,6,0.121495327102804,0.464923787595912,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1921-1925 mean",672708,12,12,6,0.11214953271028,0.435873081535751,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1922-1926 mean",673102.4,11,11,6,0.102803738317757,0.43652534577262,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1923-1927 mean",673524.2,9,13,6,0.0841121495327103,0.417930825517956,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1924-1928 mean",673962.8,8,16,6,0.0747663551401869,0.418680158285207,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1925-1929 mean",674412,7,26,6,0.0654205607476635,0.389629452225047,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1926-1930 mean",674869.6,6,33,6,0.0560747663551402,0.390281716461916,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1927-1931 mean",675322.6,5,34,6,0.0467289719626168,0.420636950995814,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1928-1932 mean",675765.6,4,35,6,0.0373831775700935,0.411388225133673,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1929-1933 mean",676198.4,3,36,6,0.0280373831775701,0.402139499271532,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1930-1934 mean",676581.4,1,37,6,0.00934579439252336,0.383544979016868,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1931-1935 mean",676310,2,38,6,0.0186915887850467,0.601005702549364,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1932-1936 mean",673331.2,10,39,6,0.0934579439252336,0.814288850545307,1
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1933-1937 mean",666547.4,25,41,6,0.233644859813084,1.08241208947723,3
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1934-1938 mean",656522,26,44,6,0.242990654205607,1.32831389241178,3
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1935-1939 mean",642307.4,27,49,6,0.252336448598131,1.48607746975907,3
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1936-1940 mean",623939,28,51,6,0.261682242990654,1.52502916591824,5
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1937-1941 mean",601458,29,55,6,0.271028037383178,1.57388185217642,5
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1938-1942 mean",572942.6,30,59,6,0.280373831775701,1.6227345384346,6
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1939-1943 mean",538076.4,31,62,6,0.289719626168224,1.67158722469278,6
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1940-1944 mean",498713.4,32,66,6,0.299065420560748,1.73024383251959,6
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1941-1945 mean",456431,33,75,6,0.308411214953271,1.76919552867876,6
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1942-1946 mean",414454,34,73,6,0.317757009345794,1.78824817610953,6
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1943-1947 mean",375649,37,71,6,0.345794392523364,1.81609142222633,7
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1944-1948 mean",339863.2,41,69.5,6,0.383177570093458,1.86318145283467,7
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1945-1949 mean",307045.6,43,67,6,0.401869158878505,1.88167890455896,7
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1946-1950 mean",277403,45,69.5,6,0.420560747663551,1.90027342481362,6
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1947-1951 mean",249756,47,72,6,0.439252336448598,1.9187708765379,7
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1948-1952 mean",225493,49,78,6,0.457943925233645,1.93736539679257,7
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1949-1953 mean",205896.2,51,80,6,0.476635514018692,1.96566677008547,7
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1950-1954 mean",191003.8,53,83,6,0.495327102803738,1.95484952563426,7
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1951-1955 mean",179983.6,54,86,6,0.504672897196262,3.97380510453464,21
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1952-1956 mean",172680.4,56,85,6,0.523364485981308,3.94173134529167,25
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1953-1957 mean",167476,57,79,6,0.532710280373832,3.88080101704931,23
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1954-1958 mean",162717.8,58,76,6,0.542056074766355,3.82006482586771,23
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1955-1959 mean",157860,60,68,6,0.560747663551402,3.9259254482982,25
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1956-1960 mean",152911,61,64,6,0.570093457943925,3.83548628681957,22
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1957-1961 mean",148262.6,62,62,6,0.579439252336449,3.85318146818699,24
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1958-1962 mean",143997.4,63,63,6,0.588785046728972,3.78254428690638,25
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1959-1963 mean",140711.8,67,67,6,0.626168224299065,3.80837780272297,27
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1960-1964 mean",138699,70,70,6,0.654205607476635,3.70702432826274,29
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1961-1965 mean",137798,72,72,6,0.672897196261682,3.69475254921779,31
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1962-1966 mean",137750.4,73,73,6,0.682242990654206,3.68293889734895,31
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1963-1967 mean",138621.2,71,71,6,0.663551401869159,3.61357902906627,31
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1964-1968 mean",140107.4,68,68,6,0.635514018691589,6.12282865513261,49
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1965-1969 mean",141531.2,65,65,6,0.607476635514019,7.03707245708713,51
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1966-1970 mean",141488,66,66,6,0.616822429906542,6.55906142756196,49
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1967-1971 mean",138922.2,69,74,6,0.644859813084112,6.30735402630634,49
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1968-1972 mean",133435.6,74,90,6,0.691588785046729,5.86866530491591,39
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1969-1973 mean",124964.4,76,94,6,0.710280373831776,7.38156572917726,38
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1970-1974 mean",114205.2,77,96,6,0.719626168224299,7.55611422879506,39
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1971-1975 mean",103096.6,79,95,6,0.738317757009346,7.24657343551837,37
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1972-1976 mean",92791.8,81,93,6,0.757009345794392,7.92729293523931,45
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1973-1977 mean",83858.4,82,91,6,0.766355140186916,8.14876370909811,46
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1974-1978 mean",76030.8,84,88,6,0.785046728971963,7.58534185463838,42
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1975-1979 mean",68407.6,85,85,6,0.794392523364486,7.10062833642543,41
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1976-1980 mean",60371.8,87,87,6,0.813084112149533,7.04550490796215,39
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1977-1981 mean",52314.4,89,89,6,0.831775700934579,6.9105238528991,42
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1978-1982 mean",44487.8,91,91,6,0.850467289719626,7.04856418651338,43
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1979-1983 mean",37409.8,92,92,6,0.85981308411215,7.28943821291462,42
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1980-1984 mean",31588.8,94,98,6,0.878504672897196,7.79432329661477,44
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1981-1985 mean",26993.8,96,100,6,0.897196261682243,8.05477022043558,44
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1982-1986 mean",23301.8,98,102,6,0.91588785046729,9.41542733495872,48
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1983-1987 mean",20578.8,99,104,6,0.925233644859813,9.03896538850929,45
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1984-1988 mean",18840.4,102,106,6,0.953271028037383,9.33761368741644,46
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1985-1989 mean",18031,107,108,6,1,9.78131766796589,46
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1986-1990 mean",18158.2,106,109,6,0.990654205607477,9.17714823962626,37
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1987-1991 mean",18366.8,104,110,6,0.97196261682243,8.75166372041695,29
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1988-1992 mean",18241.6,105,112,6,0.981308411214953,8.75762910323891,26
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1989-1993 mean",18516.4,103,114,6,0.962616822429907,8.1428185756369,14
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1990-1994 mean",19232.4,101,115,6,0.94392523364486,7.8888461227926,8
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1991-1995 mean",20575,100,117,6,0.934579439252336,9.02718412392895,26
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1992-1996 mean",23590.2,97,116,6,0.906542056074766,8.4377318549189,13
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1993-1997 mean",28876.6,95,113,6,0.88785046728972,8.29131973389964,16
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1994-1998 mean",35911.4,93,111,6,0.869158878504673,8.33191741680194,24
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1995-1999 mean",44804.6,90,107,6,0.841121495327103,7.80573814930019,20
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1996-2000 mean",55465.4,88,105,6,0.822429906542056,6.56166388650114,5
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1997-2001 mean",67636.4,86,103,6,0.803738317757009,6.53972386201279,9
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1998-2002 mean",80980.6,83,101,6,0.775700934579439,6.48472849457526,13
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","1999-2003 mean",95223.8,80,99,6,0.747663551401869,6.03998291060023,8
"Acadian redfish","Gulf of Maine / Georges Bank","asmt_biomass","Population","2000-2004 mean",110210.4,78,97,6,0.728971962616822,5.21631011950943,4
