Species,Region,Season,Year,Metric,Value,Units,Note
Atlantic wolffish,Gulf of Maine / Georges Bank,NA,2011,Recruitment,86,Metric Tons,"Biomass, Age 1"
Atlantic wolffish,Gulf of Maine / Georges Bank,NA,2012,Recruitment,127,Metric Tons,"Biomass, Age 1"
Atlantic wolffish,Gulf of Maine / Georges Bank,NA,2013,Recruitment,288,Metric Tons,"Biomass, Age 1"
Atlantic wolffish,Gulf of Maine / Georges Bank,NA,2014,Recruitment,289,Metric Tons,"Biomass, Age 1"
Atlantic wolffish,Gulf of Maine / Georges Bank,NA,2015,Recruitment,289,Metric Tons,"Biomass, Age 1"
Atlantic wolffish,Gulf of Maine / Georges Bank,NA,2016,Recruitment,289,Metric Tons,"Biomass, Age 1"
Butterfish,Gulf of Maine / Cape Hatteras,NA,1989,Recruitment,9246,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,1990,Recruitment,10054,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,1991,Recruitment,8355,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,1992,Recruitment,7854,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,1993,Recruitment,11473,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,1994,Recruitment,12668,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,1995,Recruitment,5480,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,1996,Recruitment,10316,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,1997,Recruitment,16274,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,1998,Recruitment,9786,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,1999,Recruitment,15036,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2000,Recruitment,11667,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2001,Recruitment,8720,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2002,Recruitment,8832,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2003,Recruitment,9975,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2004,Recruitment,5557,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2005,Recruitment,8148,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2006,Recruitment,7801,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2007,Recruitment,5780,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2008,Recruitment,7451,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2009,Recruitment,10815,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2010,Recruitment,5918,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2011,Recruitment,8399,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2012,Recruitment,4325,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2013,Recruitment,7871,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2014,Recruitment,7277,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2015,Recruitment,6579,"Number x 1,000","Abundance, Age 0"
Butterfish,Gulf of Maine / Cape Hatteras,NA,2016,Recruitment,1893,"Number x 1,000","Abundance, Age 0"
Haddock,Eastern Georges Bank,NA,1969,Recruitment,804,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1970,Recruitment,3592,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1971,Recruitment,235,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1972,Recruitment,5302,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1973,Recruitment,11637,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1974,Recruitment,3081,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1975,Recruitment,3448,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1976,Recruitment,54072,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1977,Recruitment,6037,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1978,Recruitment,4056,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1979,Recruitment,52339,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1980,Recruitment,6236,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1981,Recruitment,4614,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1982,Recruitment,2094,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1983,Recruitment,2549,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1984,Recruitment,16085,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1985,Recruitment,1637,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1986,Recruitment,13881,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1987,Recruitment,2162,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1988,Recruitment,15974,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1989,Recruitment,1017,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1990,Recruitment,2364,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1991,Recruitment,2040,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1992,Recruitment,7864,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1993,Recruitment,11626,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1994,Recruitment,10836,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1995,Recruitment,5501,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1996,Recruitment,5218,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1997,Recruitment,15192,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1998,Recruitment,7816,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,1999,Recruitment,26149,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2000,Recruitment,7396,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2001,Recruitment,62027,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2002,Recruitment,3234,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2003,Recruitment,1770,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2004,Recruitment,196823,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2005,Recruitment,4371,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2006,Recruitment,8542,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2007,Recruitment,2885,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2008,Recruitment,3856,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2009,Recruitment,1453,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2010,Recruitment,4415,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2011,Recruitment,96191,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2012,Recruitment,13476,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2013,Recruitment,7554,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2014,Recruitment,589435,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2015,Recruitment,5304,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2016,Recruitment,29674,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2017,Recruitment,55939,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2018,Recruitment,10955,Thousand Recruits,Abundance - Age 1
Haddock,Eastern Georges Bank,NA,2019,Recruitment,13370,Thousand Recruits,Abundance - Age 1
Haddock,Georges Bank,NA,1964,Recruitment,460816,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1965,Recruitment,32513,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1966,Recruitment,4155,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1967,Recruitment,14013,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1968,Recruitment,542,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1969,Recruitment,1111,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1970,Recruitment,4616,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1971,Recruitment,267,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1972,Recruitment,8526,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1973,Recruitment,19498,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1974,Recruitment,10577,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1975,Recruitment,7930,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1976,Recruitment,105344,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1977,Recruitment,13982,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1978,Recruitment,6124,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1979,Recruitment,83883,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1980,Recruitment,10932,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1981,Recruitment,7362,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1982,Recruitment,2579,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1983,Recruitment,3281,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1984,Recruitment,18070,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1985,Recruitment,2515,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1986,Recruitment,16764,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1987,Recruitment,2603,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1988,Recruitment,19933,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1989,Recruitment,1358,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1990,Recruitment,3378,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1991,Recruitment,2688,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1992,Recruitment,10528,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1993,Recruitment,15190,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1994,Recruitment,14941,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1995,Recruitment,12203,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1996,Recruitment,11300,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1997,Recruitment,22259,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1998,Recruitment,13777,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,1999,Recruitment,45218,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2000,Recruitment,10206,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2001,Recruitment,78083,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2002,Recruitment,4391,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2003,Recruitment,2079,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2004,Recruitment,249145,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2005,Recruitment,5318,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2006,Recruitment,12866,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2007,Recruitment,4175,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2008,Recruitment,4380,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2009,Recruitment,1773,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2010,Recruitment,6366,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2011,Recruitment,278296,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2012,Recruitment,41319,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2013,Recruitment,23598,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2014,Recruitment,1839273,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2015,Recruitment,48629,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Georges Bank,NA,2016,Recruitment,88436,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1977,Recruitment,6623,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1978,Recruitment,1581,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1979,Recruitment,6642,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1980,Recruitment,7324,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1981,Recruitment,4876,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1982,Recruitment,990,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1983,Recruitment,2658,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1984,Recruitment,1114,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1985,Recruitment,312,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1986,Recruitment,294,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1987,Recruitment,150,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1988,Recruitment,441,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1989,Recruitment,214,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1990,Recruitment,276,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1991,Recruitment,293,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1992,Recruitment,761,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1993,Recruitment,1412,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1994,Recruitment,3091,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1995,Recruitment,2715,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1996,Recruitment,1181,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1997,Recruitment,2366,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1998,Recruitment,2470,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,1999,Recruitment,14422,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2000,Recruitment,2774,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2001,Recruitment,1244,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2002,Recruitment,1384,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2003,Recruitment,275,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2004,Recruitment,7433,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2005,Recruitment,481,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2006,Recruitment,1419,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2007,Recruitment,1676,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2008,Recruitment,314,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2009,Recruitment,519,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2010,Recruitment,1590,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2011,Recruitment,15858,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2012,Recruitment,5496,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2013,Recruitment,25080,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2014,Recruitment,93341,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2015,Recruitment,4724,"Number x 1,000","Abundance, Age 1 (Mean)"
Haddock,Gulf of Maine,NA,2016,Recruitment,3638,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1970,Recruitment,34100,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1971,Recruitment,36900,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1972,Recruitment,57200,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1973,Recruitment,23800,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1974,Recruitment,18600,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1975,Recruitment,21600,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1976,Recruitment,25000,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1977,Recruitment,15800,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1978,Recruitment,11900,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1979,Recruitment,25600,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1980,Recruitment,26400,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1981,Recruitment,18300,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1982,Recruitment,15200,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1983,Recruitment,18700,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1984,Recruitment,11300,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1985,Recruitment,15500,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1986,Recruitment,20300,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1987,Recruitment,16700,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1988,Recruitment,22200,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1989,Recruitment,9900,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1990,Recruitment,10400,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1991,Recruitment,19400,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1992,Recruitment,32100,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1993,Recruitment,29500,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1994,Recruitment,18200,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1995,Recruitment,23800,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1996,Recruitment,30100,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1997,Recruitment,26000,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1998,Recruitment,44100,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,1999,Recruitment,49100,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2000,Recruitment,43800,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2001,Recruitment,28300,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2002,Recruitment,28100,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2003,Recruitment,16700,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2004,Recruitment,18400,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2005,Recruitment,16500,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2006,Recruitment,21100,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2007,Recruitment,20300,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2008,Recruitment,20400,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2009,Recruitment,14300,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2010,Recruitment,23300,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2011,Recruitment,35600,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2012,Recruitment,60600,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2013,Recruitment,46400,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2014,Recruitment,103700,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2015,Recruitment,43300,"Number x 1,000","Abundance, Age 1 (Mean)"
Pollock,Gulf of Maine / Georges Bank,NA,2016,Recruitment,20100,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1963,Recruitment,3284,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1964,Recruitment,2810,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1965,Recruitment,3955,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1966,Recruitment,4568,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1967,Recruitment,4838,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1968,Recruitment,5783,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1969,Recruitment,5002,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1970,Recruitment,6524,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1971,Recruitment,7949,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1972,Recruitment,5049,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1973,Recruitment,4644,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1974,Recruitment,5614,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1975,Recruitment,4589,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1976,Recruitment,4716,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1977,Recruitment,6266,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1978,Recruitment,6156,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1979,Recruitment,3450,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1980,Recruitment,6312,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1981,Recruitment,5087,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1982,Recruitment,5875,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1983,Recruitment,3611,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1984,Recruitment,5320,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1985,Recruitment,10304,"Number x 1,000","Abundance, Age 1 (Mean)"
White hake,Gulf of Maine / Georges Bank,NA,1986,Recruitment,5548,"Number x 1,000","Abundance, Age 1 (Mean)"
