"","Year","T","S","Annual Avg T","Annual Avg S"
"147",2008.836,9.3994,"33.315399999999997",9.4034,33.2604
"148",2009.0858,10.4021,"33.466299999999997",9.4034,33.2604
"149",2009.2325,9.0089,"33.116399999999999",9.4034,33.2604
"150",2009.4126,7.7512,"32.913899999999998",9.4034,33.2604
"151",2009.4129,8.9819,"33.167999999999999",9.4034,33.2604
"152",2009.6399,9.449,"33.471600000000002",9.4034,33.2604
"153",2009.7571,9.7455,"33.828200000000002",9.4034,33.2604
"154",2009.8511,9.2853,"33.435099999999998",9.4034,33.2604
"155",2010.2296,9.7439,"33.157899999999998",9.4034,33.2604
"156",2010.4115,9.8814,"33.110199999999999",9.4034,33.2604
"157",2010.4336,8.7903,"32.9726",9.4034,33.2604
"158",2010.7747,9.8014,"33.276800000000001",9.4034,33.2604
"159",2010.8825,8.6398,"32.765300000000003",9.4034,33.2604
"160",2011.0985,9.0505,"32.996699999999997",9.4034,33.2604
"161",2011.2246,9.0334,"32.958399999999997",9.4034,33.2604
"162",2011.4448,10.578,"32.940300000000001",9.4034,33.2604
"163",2011.7489,9.7271,"33.078699999999998",9.4034,33.2604
"164",2011.8515,10.3026,"33.218699999999998",9.4034,33.2604
"165",2012.1328,12.8049,"33.533799999999999",9.4034,33.2604
"166",2012.2332,12.4411,"33.585599999999999",9.4034,33.2604
"167",2012.4295,10.827,"33.179400000000001",9.4034,33.2604
"168",2012.4709,10.7169,"32.927500000000002",9.4034,33.2604
"169",2012.6153,10.8535,"33.377000000000002",9.4034,33.2604
"170",2012.7495,9.6911,"33.721400000000003",9.4034,33.2604
"171",2012.844,10.1048,"33.834400000000002",9.4034,33.2604
"172",2013.1383,10.3951,"33.7027",9.4034,33.2604
"173",2013.2464,9.7364,"33.628100000000003",9.4034,33.2604
"174",2013.4544,12.1179,"33.909100000000002",9.4034,33.2604
"175",2013.486,10.0336,"33.372100000000003",9.4034,33.2604
"176",2013.7405,9.287,"33.4071",9.4034,33.2604
"177",2014.2378,6.8664,"32.971899999999998",9.4034,33.2604
"178",2014.2917,9.0544,"33.502400000000002",9.4034,33.2604
"179",2014.7502,11.2005,"33.854399999999998",9.4034,33.2604
"180",2015.2527,8.6423,"33.741599999999998",9.4034,33.2604
"181",2015.3917,9.778,"34.083300000000001",9.4034,33.2604
"182",2015.7247,11.1339,"33.838299999999997",9.4034,33.2604
"183",2015.7914,11.9359,"34.250700000000002",9.4034,33.2604
"184",2016.3426,11.3564,"33.596499999999999",9.4034,33.2604
"185",2016.4173,10.5195,"33.438899999999997",9.4034,33.2604
"186",2016.5696,11.8372,"34.399299999999997",9.4034,33.2604
"187",2016.6202,10.372,"33.623800000000003",9.4034,33.2604
"188",2016.7497,11.0589,"33.648800000000001",9.4034,33.2604
"189",2017.1246,11.0048,"33.6432",9.4034,33.2604
"190",2017.2568,9.1522,"33.377499999999998",9.4034,33.2604
"191",2017.3963,10.2545,"33.379899999999999",9.4034,33.2604
"192",2017.8457,10.9415,"33.612900000000003",9.4034,33.2604
"193",2018.2823,10.0751,"33.585599999999999",9.4034,33.2604
"194",2018.3988,9.8179,"33.380299999999998",9.4034,33.2604
"195",2018.6477,10.382,"33.114699999999999",9.4034,33.2604
"196",2018.719,11.0977,"33.123899999999999",9.4034,33.2604
"197",2018.8628,9.2898,"32.604500000000002",9.4034,33.2604
"198",2019.2428,10.5653,"33.443899999999999",9.4034,33.2604
"199",2019.3981,9.848,"33.322699999999998",9.4034,33.2604
"200",2019.6396,10.2343,"33.511899999999997",9.4034,33.2604
"201",2019.7375,10.4942,"33.894300000000001",9.4034,33.2604
"202",2019.8061,12.0865,"34.032299999999999",9.4034,33.2604
"203",2021.2711,10.734,"33.515799999999999",9.4034,33.2604
"204",2021.3747,10.9417,"33.8459",9.4034,33.2604
"205",2021.6073,11.1498,"33.735100000000003",9.4034,33.2604
"206",2021.7388,12.2778,"34.130000000000003",9.4034,33.2604
"207",2021.8014,10.6656,"33.857399999999998",9.4034,33.2604
