"","Year","T","S","Annual Avg T","Annual Avg S"
"1",1977.6333,8.988,"33.801600000000001",9.4034,33.2604
"2",1977.8227,8.8219,"33.629800000000003",9.4034,33.2604
"3",1977.934,9.748,"33.764800000000001",9.4034,33.2604
"4",1978.1712,7.4091,"33.135199999999998",9.4034,33.2604
"5",1978.3605,7.153,"32.769399999999997",9.4034,33.2604
"6",1978.514,9.9615,"33.124400000000001",9.4034,33.2604
"7",1978.642,8.3865,"33.167299999999997",9.4034,33.2604
"8",1978.7969,7.4692,"32.838500000000003",9.4034,33.2604
"9",1979.18,8.1592,"33.311199999999999",9.4034,33.2604
"10",1979.3724,7.9001,"33.520299999999999",9.4034,33.2604
"11",1979.5166,9.8995,"33.6922",9.4034,33.2604
"12",1979.6402,9.8087,"33.689399999999999",9.4034,33.2604
"13",1979.7931,7.0344,"33.792900000000003",9.4034,33.2604
"14",1979.9561,10.1245,"34.021700000000003",9.4034,33.2604
"15",1980.1866,7.6741,"33.500799999999998",9.4034,33.2604
"16",1980.205,8.4752,"33.754600000000003",9.4034,33.2604
"17",1980.3231,8.6505,"33.781599999999997",9.4034,33.2604
"18",1980.4315,9.7713,"33.833599999999997",9.4034,33.2604
"19",1980.5702,9.3169,"33.9405",9.4034,33.2604
"20",1980.7742,9.5835,"33.764800000000001",9.4034,33.2604
"21",1980.936,8.0883,"33.854500000000002",9.4034,33.2604
"22",1981.2063,8.5969,"33.692300000000003",9.4034,33.2604
"23",1981.4449,9.897,"33.7699",9.4034,33.2604
"24",1982.1992,8.5695,"33.214100000000002",9.4034,33.2604
"25",1982.3988,8.9348,"33.253300000000003",9.4034,33.2604
"26",1982.9485,10.0739,"33.479100000000003",9.4034,33.2604
"27",1983.109,9.8234,"33.143000000000001",9.4034,33.2604
"28",1983.4358,9.9221,"33.342799999999997",9.4034,33.2604
"29",1983.9184,8.7696,"33.101599999999998",9.4034,33.2604
"30",1984.0762,10.0831,"33.186",9.4034,33.2604
"31",1984.3816,8.8154,"33.285299999999999",9.4034,33.2604
"32",1984.875,11.2196,"33.765599999999999",9.4034,33.2604
"33",1985.0745,9.7008,"33.909399999999998",9.4034,33.2604
"34",1985.274,9.9259,"33.906500000000001",9.4034,33.2604
"35",1985.3748,10.2397,"33.892200000000003",9.4034,33.2604
"36",1985.6968,9.3585,"33.594299999999997",9.4034,33.2604
"37",1985.8891,10.5745,"33.761600000000001",9.4034,33.2604
"38",1986.0631,9.7393,"33.667299999999997",9.4034,33.2604
"39",1986.385,11.8478,"34.191600000000001",9.4034,33.2604
"40",1986.6938,10.1563,"33.730800000000002",9.4034,33.2604
"41",1986.8739,9.4909,"33.467199999999998",9.4034,33.2604
"42",1987.0723,9.0286,"32.959299999999999",9.4034,33.2604
"43",1987.3728,9.5296,"33.343200000000003",9.4034,33.2604
"44",1987.6632,7.9518,"33.2134",9.4034,33.2604
"45",1987.8877,6.7006,"32.6492",9.4034,33.2604
"46",1990.0353,8.077,"33.504199999999997",9.4034,33.2604
"47",1991.1297,10.3357,"33.277299999999997",9.4034,33.2604
"48",1991.2283,9.9266,"33.218299999999999",9.4034,33.2604
"49",1991.7355,9.3194,"33.218600000000002",9.4034,33.2604
"50",1992.1627,9.5741,"33.029200000000003",9.4034,33.2604
"51",1992.2218,8.5809,"32.850499999999997",9.4034,33.2604
"52",1992.2235,11.0232,"33.805",9.4034,33.2604
"53",1992.4803,8.8641,"32.595999999999997",9.4034,33.2604
"54",1992.7455,8.9899,"32.847700000000003",9.4034,33.2604
"55",1993.0413,8.9322,"32.7209",9.4034,33.2604
"56",1993.1437,8.9697,"32.9679",9.4034,33.2604
"57",1993.2456,7.7755,"32.772599999999997",9.4034,33.2604
"58",1993.733,8.8715,"33.165100000000002",9.4034,33.2604
"59",1994.1237,9.006,"33.081400000000002",9.4034,33.2604
"60",1994.219,9.2168,"33.292200000000001",9.4034,33.2604
"61",1994.5132,8.772,"33.382199999999997",9.4034,33.2604
"62",1994.6007,9.9302,"33.385399999999997",9.4034,33.2604
"63",1994.7326,9.5345,"33.7928",9.4034,33.2604
"64",1994.7461,10.3468,"33.489699999999999",9.4034,33.2604
"65",1995.132,8.9173,"33.2438",9.4034,33.2604
"66",1995.2522,10.1923,"33.6905",9.4034,33.2604
"67",1995.7295,11.331,"33.438899999999997",9.4034,33.2604
"68",1996.1414,8.7603,"33.042900000000003",9.4034,33.2604
"69",1996.2643,8.1122,"32.8371",9.4034,33.2604
"70",1996.6113,7.8745,"32.477899999999998",9.4034,33.2604
"71",1996.7422,8.498,"32.473300000000002",9.4034,33.2604
"72",1997.1358,10.5453,"32.699599999999997",9.4034,33.2604
"73",1997.2201,9.8424,"32.532299999999999",9.4034,33.2604
"74",1997.5781,9.0542,"NaN",9.4034,33.2604
"75",1997.7499,9.6755,"33.2057",9.4034,33.2604
"76",1998.142,9.2437,"32.627699999999997",9.4034,33.2604
"77",1998.2146,8.7431,"32.301200000000001",9.4034,33.2604
"78",1998.4163,9.6278,"32.643700000000003",9.4034,33.2604
"79",1998.5758,8.2671,"32.392000000000003",9.4034,33.2604
"80",1998.7692,6.9695,"32.488999999999997",9.4034,33.2604
"81",1998.8567,6.6919,"32.213999999999999",9.4034,33.2604
"82",1999.1174,12.2905,"33.198799999999999",9.4034,33.2604
"83",1999.2364,9.848,"32.988900000000001",9.4034,33.2604
"84",1999.5731,9.6447,"33.2729",9.4034,33.2604
"85",1999.6438,10.0814,"33.809699999999999",9.4034,33.2604
"86",1999.7734,10.1308,"33.659199999999998",9.4034,33.2604
"87",2000.1574,10.6872,"33.932699999999997",9.4034,33.2604
"88",2000.2551,10.4699,"33.738300000000002",9.4034,33.2604
"89",2000.4104,10.6502,"33.645000000000003",9.4034,33.2604
"90",2000.7277,10.0449,"33.638399999999997",9.4034,33.2604
"91",2000.8503,7.9003,"32.683399999999999",9.4034,33.2604
"92",2001.123,10.6892,"33.574800000000003",9.4034,33.2604
"93",2001.1297,9.9361,"33.3292",9.4034,33.2604
"94",2001.2354,9.26,"33.139299999999999",9.4034,33.2604
"95",2001.3951,9.2675,"33.254899999999999",9.4034,33.2604
"96",2001.5197,10.2695,"33.332000000000001",9.4034,33.2604
"97",2001.7271,9.6934,"32.877600000000001",9.4034,33.2604
"98",2001.8434,9.3617,"33.549599999999998",9.4034,33.2604
"99",2002.1502,11.256,"33.491799999999998",9.4034,33.2604
"100",2002.2097,11.4598,"33.570599999999999",9.4034,33.2604
"101",2002.4052,10.6044,"33.652500000000003",9.4034,33.2604
"102",2002.5802,9.4013,"33.051400000000001",9.4034,33.2604
"103",2002.6334,10.1237,"33.4544",9.4034,33.2604
"104",2002.731,9.685,"33.593000000000004",9.4034,33.2604
"105",2002.8434,10.0012,"33.9666",9.4034,33.2604
"106",2003.1587,8.7143,"33.716099999999997",9.4034,33.2604
"107",2003.2378,7.6959,"33.345399999999998",9.4034,33.2604
"108",2003.6144,9.0248,"33.4788",9.4034,33.2604
"109",2003.7116,10.1695,"33.301900000000003",9.4034,33.2604
"110",2003.847,8.3831,"33.721499999999999",9.4034,33.2604
"111",2004.15,7.901,"33.382800000000003",9.4034,33.2604
"112",2004.2293,7.9512,"33.359200000000001",9.4034,33.2604
"113",2004.4125,8.1774,"33.389000000000003",9.4034,33.2604
"114",2004.537,7.464,"33.158799999999999",9.4034,33.2604
"115",2004.6422,8.0187,"33.010899999999999",9.4034,33.2604
"116",2004.7448,9.0736,"32.9482",9.4034,33.2604
"117",2004.8545,8.8228,"33.2074",9.4034,33.2604
"118",2005.1419,9.8395,"33.072000000000003",9.4034,33.2604
"119",2005.2267,8.2239,"32.748800000000003",9.4034,33.2604
"120",2005.4087,9.9922,"32.799700000000001",9.4034,33.2604
"121",2005.5986,8.577,"32.726599999999998",9.4034,33.2604
"122",2005.6236,9.2877,"33.278199999999998",9.4034,33.2604
"123",2005.7406,8.0239,"32.8718",9.4034,33.2604
"124",2005.8654,9.0064,"33.253900000000002",9.4034,33.2604
"125",2006.1475,11.0552,"33.070700000000002",9.4034,33.2604
"126",2006.2238,10.8587,"33.4786",9.4034,33.2604
"127",2006.4259,11.6158,"33.747999999999998",9.4034,33.2604
"128",2006.5607,10.2516,"33.375700000000002",9.4034,33.2604
"129",2006.6338,10.0208,"33.461399999999998",9.4034,33.2604
"130",2006.7277,10.7084,"33.075000000000003",9.4034,33.2604
"131",2006.8516,9.7342,"33.625300000000003",9.4034,33.2604
"132",2007.1561,9.756,"33.558300000000003",9.4034,33.2604
"133",2007.237,9.1113,"33.479500000000002",9.4034,33.2604
"134",2007.4015,8.8437,"33.3431",9.4034,33.2604
"135",2007.5688,8.3042,"33.071300000000001",9.4034,33.2604
"136",2007.6308,9.3728,"33.214399999999998",9.4034,33.2604
"137",2007.751,7.919,"32.928699999999999",9.4034,33.2604
"138",2007.8513,7.0054,"32.720999999999997",9.4034,33.2604
"139",2008.0734,9.3491,"32.849699999999999",9.4034,33.2604
"140",2008.2248,9.9662,"32.933100000000003",9.4034,33.2604
"141",2008.2453,10.0501,"33.207099999999997",9.4034,33.2604
"142",2008.4051,9.7315,"32.796599999999998",9.4034,33.2604
"143",2008.4479,11.0013,"34.012099999999997",9.4034,33.2604
"144",2008.539,9.4593,"33.235500000000002",9.4034,33.2604
"145",2008.6308,8.5251,"33.212899999999998",9.4034,33.2604
"146",2008.736,8.6616,"32.934600000000003",9.4034,33.2604
