"","Species","Region","Time","Value","Metric","Description","Units","AssessmentYear","max_year","facet","Var","Val","n_data_points","pval","sig"
"1","Acadian redfish","Gulf of Maine / Georges Bank",1977,13216,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",1.97460816508726,40,0.845139634201473,FALSE
"2","Acadian redfish","Gulf of Maine / Georges Bank",1978,14076,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.02443360083137,40,0.845139634201473,FALSE
"3","Acadian redfish","Gulf of Maine / Georges Bank",1979,14748,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.35224643077219,40,0.845139634201473,FALSE
"4","Acadian redfish","Gulf of Maine / Georges Bank",1980,9897,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.43075739630817,40,0.845139634201473,FALSE
"5","Acadian redfish","Gulf of Maine / Georges Bank",1981,7920,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.4064174025615,40,0.845139634201473,FALSE
"6","Acadian redfish","Gulf of Maine / Georges Bank",1982,6907,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.49693051928984,40,0.845139634201473,FALSE
"7","Acadian redfish","Gulf of Maine / Georges Bank",1983,5330,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.41272935470122,40,0.845139634201473,FALSE
"8","Acadian redfish","Gulf of Maine / Georges Bank",1984,4793,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.14605217420744,40,0.845139634201473,FALSE
"9","Acadian redfish","Gulf of Maine / Georges Bank",1985,4282,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.29765347590724,40,0.845139634201473,FALSE
"10","Acadian redfish","Gulf of Maine / Georges Bank",1986,3053,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.43381087695073,40,0.845139634201473,FALSE
"11","Acadian redfish","Gulf of Maine / Georges Bank",1987,1895,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.1126322235021,40,0.845139634201473,FALSE
"12","Acadian redfish","Gulf of Maine / Georges Bank",1988,1157,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.093064002689,40,0.845139634201473,FALSE
"13","Acadian redfish","Gulf of Maine / Georges Bank",1989,672,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.01099449982098,40,0.845139634201473,FALSE
"14","Acadian redfish","Gulf of Maine / Georges Bank",1990,640,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.04105991710755,40,0.845139634201473,FALSE
"15","Acadian redfish","Gulf of Maine / Georges Bank",1991,2029,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.04470593557647,40,0.845139634201473,FALSE
"16","Acadian redfish","Gulf of Maine / Georges Bank",1992,967,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.41032565390787,40,0.845139634201473,FALSE
"17","Acadian redfish","Gulf of Maine / Georges Bank",1993,898,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.1420175369923,40,0.845139634201473,FALSE
"18","Acadian redfish","Gulf of Maine / Georges Bank",1994,536,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.45157542881077,40,0.845139634201473,FALSE
"19","Acadian redfish","Gulf of Maine / Georges Bank",1995,643,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.14664468348793,40,0.845139634201473,FALSE
"20","Acadian redfish","Gulf of Maine / Georges Bank",1996,754,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.18397341813526,40,0.845139634201473,FALSE
"21","Acadian redfish","Gulf of Maine / Georges Bank",1997,488,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.15288783264075,40,0.845139634201473,FALSE
"22","Acadian redfish","Gulf of Maine / Georges Bank",1998,512,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",1.98086062869325,40,0.845139634201473,FALSE
"23","Acadian redfish","Gulf of Maine / Georges Bank",1999,381,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.28466878254438,40,0.845139634201473,FALSE
"24","Acadian redfish","Gulf of Maine / Georges Bank",2000,480,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.33112595029867,40,0.845139634201473,FALSE
"25","Acadian redfish","Gulf of Maine / Georges Bank",2001,718,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.49346739245236,40,0.845139634201473,FALSE
"26","Acadian redfish","Gulf of Maine / Georges Bank",2002,499,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.48338888866515,40,0.845139634201473,FALSE
"27","Acadian redfish","Gulf of Maine / Georges Bank",2003,568,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.27388479318658,40,0.845139634201473,FALSE
"28","Acadian redfish","Gulf of Maine / Georges Bank",2004,520,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.32140525389674,40,0.845139634201473,FALSE
"29","Acadian redfish","Gulf of Maine / Georges Bank",2005,662,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.22139325414976,40,0.845139634201473,FALSE
"30","Acadian redfish","Gulf of Maine / Georges Bank",2006,657,"Catch","Reported Catch - Total (Mean)","Metric Tons",2017,2017,"Catch
Reported Catch - Total (Mean)
Metric Tons","Zoo_Shannon-Wiener_Diversity_index
Unitless",2.47849789304877,40,0.845139634201473,FALSE
